ID^Name^Gender^Ancestry^Class^Subclass^Level^CR^Role^Faction^Region^Settlement^Disposition^AC^HP^Main_Attack^Attack_Bonus^Damage^Key_Spells^Constellation^Notable_Items^First_Met^Speech_Quirks
SL-00005^Yazneg Ferrow^Άνδρας^Orc^Cleric^-^1^1/8^Θελήματα^Drifters^The Drift^Dust Depot (SET-012)^Εχθρικός^16^11^Mace^+5^1d6+3 θλαστικό^Guiding Bolt; Healing Word; Cure Wounds; Shield of Faith^-^θυμιατό που δεν άναψε ποτέ; γυαλιά σφραγισμένα από τη σκόνη; όνομα γραμμένο σε χέρι και ξαναγραμμένο κάθε μέρα^Ξαναχαράζει έναν waypoint stone που κάποιος έχει επίτηδες σβήσει.^Μιλάει σε ενεστώτα για περασμένα γεγονότα· ένα αχνό στατικό κάτω από τις λέξεις.
SL-03134^Theron Goldhollow^Άνδρας^Half-Elf^Wizard^School of Illusion^13^9^Φύλακας του πάγου^Drifters^The Drift^Dust Depot (SET-012)^Ουδέτερος^13^109^Fire Bolt^+10^310 fire^Globe of Invulnerability; Fly; Hypnotic Pattern; Mirror Image^-^κιμωλίες σε επτά χρώματα; έγγραφο διέλευσης υπογεγραμμένο από νεκρό; πορτρέτο κάποιου που το party θα συναντήσει αργότερα^Υποστηρίζει ότι ο δρόμος μπροστά είναι ασφαλής ενώ ετοιμάζεται να πάει από την άλλη.^Παλιό τραύμα στο σαγόνι μπερδεύει τα σύμφωνά του· μιλάει αργά για να το αντισταθμίσει και μισεί να επαναλαμβάνει.
SL-03135^Vesh Hollowmere^Άνδρας^Human^Fighter^Eldritch Knight^9^5^Πράκτορας χαρτών^Drifters^The Drift^Long Waystation (SET-002)^Φιλικός^20^108^Halberd^+9^1d10+5 τέμνον^-^-^κόρνα ρήγματος shield; εφεδρική πλήμνη τροχού, λάθος μέγεθος; λίστα routes που δεν υπάρχουν πια^Περπατάει δίπλα στο κάρο αντί να καβαλήσει, για λόγους που δεν θα πει.^Μιλάει με τον ρυθμό εκπαιδευτή ακόμα και όταν συζητάει για το δείπνο.
SL-03149^Nashka Wintersby^Γυναίκα^Goliath^Bard^College of Lore^8^5^Υπάλληλος assay^Drifters^The Drift^Ash Depot (SET-005)^Εχθρική^14^60^Vicious Mockery^+7^1d6+4 τέμνον^Enhance Ability; Healing Word; Dissonant Whispers; Shatter^-^το μοναδικό γραπτό αντίγραφο ενός route-song; τρία εφεδρικά shield cells; κατάστιχο με κωδικοποιημένα όλα τα χρέη της κάτω πόλης^Περπατάει δίπλα στο κάρο αντί να καβαλήσει, για λόγους που δεν θα πει.^Η προφορά της βαραίνει μόλις τον ρωτήσουν από πού είναι.
SL-03154^Rennick Halberd^Άνδρας^Human^Ranger^Gloom Stalker^6^3^Υπάλληλος assay^Drifters^The Drift^Far Post (SET-004)^Φιλικός^16^58^Longbow^+7^1d8+4 διατρητικό^Spike Growth; Ensnaring Strike; Hunter's Mark; Cure Wounds^-^20 βέλη, 4 με αιχμή nanite; κατάλογος κάθε waystation από εδώ ως την ακτή; νόμισμα στραβωμένο από βολή που δεν αυτόν πέτυχε^Σέρνει σπασμένο άξονα από τον δρόμο μόνος επειδή το καραβάνι δεν περίμενε.^Κλείνει κάθε πρόταση σαν να ζητάει άδεια.
SL-03155^Ea Thornbury^Γυναίκα^Tiefling^Rogue^Arcane Trickster^6^3^Επιστάτης ανάσυρσης^Independent^The Drift^Ash Depot (SET-005)^Ουδέτερη^15^49^Shortsword (Sneak Attack)^+7^1d6+4 + 3d6 διατρητικό^-^-^σχοινί με κόμπους κάθε μπράτσο; μπουκάλι με σκόνη δρόμου κατακαθισμένη σε νερό; shard με μήνυμα που δεν έχει παίξει ποτέ^Κοιμάται καθιστη με το χέρι ακόμα στο όπλο.^Χρησιμοποιεί ναυτικούς όρους στη στεριά και αρνείται να πει πού τους έμαθε.
SL-03158^Nell Wickham^Γυναίκα^Halfling^Warlock^The Archfey^11^7^Λοχίας τείχους^Drifters^The Drift^Dust Depot (SET-012)^Φιλική^17^126^Pact blade^+9^1d8+5 τέμνον^Fly; Hunger of Hadar; Armor of Agathys; Hex^-^λίστα πραγμάτων που δεν επιτρέπεται να πει φωναχτά; εφεδρική πλήμνη τροχού, λάθος μέγεθος; σύμβολο ενός Circle που δεν συνεδριάζει πια^Προσφέρεται να αγοράσει το νερό σας τρεις φορές πάνω από την αξία του.^Γελάει με τα ίδια της τα αστεία έναν χτύπο πριν τα πει.
SL-03160^Durga Glasswell^Γυναίκα^Dwarf^Druid^Circle of Stars^3^1/2^Βοηθός αρχειοφύλακα^Drifters^The Drift^Dust Depot (SET-012)^Ουδέτερη^14^28^Starry Form (The Long Shot)^+5^1d8+3 radiant^Healing Word; Faerie Fire; Goodberry; Thunderwave^The Mender's Bowl^φυλαχτό από πεσμένη ουράνια πέτρα; κατάλογος κάθε waystation από εδώ ως την ακτή; οδηγίες για μια τελετή, σε μετάφραση, με το τελευταίο βήμα να λείπει^Σας διώχνει από ένα κομμάτι του δρόμου χωρίς να εξηγήσει τι υπάρχει πάνω του.^Έχει τη συνήθεια να επαναλαμβάνει το όνομά σου μέσα στην κουβέντα, χωρίς λόγο.
SL-03162^Camael Everdene^Άνδρας^Aasimar^Paladin^-^1^1/8^Καθαριστής κόμβων^Drifters^The Drift^Low Crossing (SET-007)^Ουδέτερος^17^13^Warhammer (Divine Smite)^+5^1d8+3 + 2d8 radiant^Shield of Faith; Compelled Duel; Cure Wounds; Bless^-^φθαρμένο από τον δρόμο oath scroll; τρία εφεδρικά shield cells; τίτλος ιδιοκτησίας για κτίριο που έχει κατεδαφιστεί^Καίει κάτι μικρό στην άκρη του δρόμου και κοιτάει μέχρι να σβήσει.^Βρίζει συνεχώς και δεν ζητάει συγγνώμη για τίποτα.
SL-03171^Onni Bellwether^Άνδρας^Dwarf^Barbarian^Path of the World Tree^4^1^Καμπανάρης^Drifters^The Drift^Dust Depot (SET-012)^Ουδέτερος^16^44^Maul^+5^2d6+3 θλαστικό^-^-^ρόπαλο φτιαγμένο από κέντρο ασπίδας; κατάλογος κάθε waystation από εδώ ως την ακτή; παιδικό γράμμα με παραλήπτη κάποιον του party^Σας διώχνει από ένα κομμάτι του δρόμου χωρίς να εξηγήσει τι υπάρχει πάνω του.^Έχει τη συνήθεια να επαναλαμβάνει το όνομά σου μέσα στην κουβέντα, χωρίς λόγο.
SL-03179^Corrin Tallowmere^Άνδρας^Human^Fighter^Eldritch Knight^8^4^Καπετάνιος route^Independent^The Drift^Grey Crossing (SET-006)^Φιλικός^18^88^Greatsword^+7^2d6+4 τέμνον^-^-^Thundermount crystalline longsword (+1); γυαλιά σφραγισμένα από τη σκόνη; σφραγισμένο φιαλίδιο με μόνο μια ημερομηνία^Τσακώνεται για βάρη διοδίων με ένα καραβάνι που έχει ήδη ξεφορτώσει.^Χρησιμοποιεί λόγια γραμματική και χυδαίο λεξιλόγιο στην ίδια ανάσα.
SL-03181^Edric Cobble^Άνδρας^Human^Bard^College of Dance^10^6^Περιπολητής περιμέτρου^Drifters^The Drift^Dust Depot (SET-012)^Ουδέτερος^16^80^Shortsword^+9^1d6+5 διατρητικό^Invisibility; Dispel Magic; Shatter; Enhance Ability^-^συστατική επιστολή για αυλή που έχει πέσει; έγγραφο διέλευσης υπογεγραμμένο από νεκρό; δαχτυλίδι πολύ μικρό για οποιονδήποτε γνωρίζει^Περπατάει το route ανάποδα, ελέγχοντας σημάδια που κανείς δεν έχει ελέγξει εδώ και χρόνια.^Έχει μία ιστορία που τη λέει με κάθε ευκαιρία, και είναι διαφορετική ιστορία κάθε φορά.
SL-03187^Eirik Hearthstone^Άνδρας^Goliath^Monk^Warrior of Shadow^6^3^Λοχίας περιμέτρου^Drifters^The Drift^Dust Depot (SET-012)^Φιλικός^15^50^Quarterstaff^+7^1d8+4 θλαστικό^-^-^κορδόνι με κόμπους προσευχής, αρκετοί καμένοι; μπουκάλι με σκόνη δρόμου κατακαθισμένη σε νερό; πορτρέτο κάποιου που το party θα συναντήσει αργότερα^Καίει κάτι μικρό στην άκρη του δρόμου και κοιτάει μέχρι να σβήσει.^Σιγομουρμουρίζει ανάμεσα στις προτάσεις χωρίς να το καταλαβαίνει.
SL-03196^Boddynock Windrell^Άνδρας^Gnome^Artificer^-^1^1/8^Φροντιστής σκύλων^Drifters^The Drift^Dust Depot (SET-012)^Φιλικός^18^11^Steel Defender + warhammer^+5^1d8+3 τέμνον^Cure Wounds; Detect Magic; Catapult; Faerie Fire^-^κυψέλη που κρατάει φορτίο χωρίς λόγο; έγγραφο διέλευσης υπογεγραμμένο από νεκρό; σελίδα σκισμένη από πολύ παλιότερο βιβλίο^Διαβάζει ένα route-charter ανάποδα και κάνει ότι δεν το κάνει.^Δεν χρησιμοποιεί ποτέ ονόματα, μόνο «εσύ» και «αυτοί», ακόμα και για τους απόντες.
SL-03219^Orias Quill^Άνδρας^Tiefling^Sorcerer^Clockwork Sorcery^5^3^Φύλακας του περάσματος^Independent^The Drift^Far Post (SET-004)^Εχθρικός^12^45^Fire Bolt^+7^210 fire^Misty Step; Shatter; Burning Hands; Chromatic Orb^-^φιαλίδιο νερού καταιγίδας που δεν έχει κατακαθίσει; υπογεγραμμένο route-charter; κλειδί χωρίς κλειδαριά^Προσφέρεται να αγοράσει το νερό σας τρεις φορές πάνω από την αξία του.^Ονομάζει τον άνεμο πριν ονομάσει αυτόν με τον οποίο μιλάει.
SL-03235^Bekk Vantry^Άνδρας^Human^Monk^Warrior of the Open Hand^5^2^Αρχιτελώνης^Independent^The Drift^Long Waystation (SET-002)^Εχθρικός^14^43^Unarmed Strike (Flurry)^+7^4 επιθέσεις, 1d8+4 θλαστικό^-^-^κορδόνι με κόμπους προσευχής, αρκετοί καμένοι; μπουκάλι με σκόνη δρόμου κατακαθισμένη σε νερό; γραπτή ομολογία υπογεγραμμένη από κάποιον που ζει ακόμα^Κοιμάται καθιστος με το χέρι ακόμα στο όπλο.^Κάνει τρεις ερωτήσεις πριν απαντήσει σε μία.
SL-03253^Ferris Ostwind^Άνδρας^Human^Paladin^Oath of the Ancients^7^3^Μάρτυρας συμβολαίων^Drifters^The Drift^Low Crossing (SET-007)^Φιλικός^18^83^Longsword (Divine Smite)^+7^1d8+4 + 2d8 radiant^Aid; Misty Step; Divine Favor; Bless^-^greatsword που δεν του δόθηκε ποτέ όνομα; εφεδρική πλήμνη τροχού, λάθος μέγεθος; κλειδί τυλιγμένο σε ύφασμα, ποτέ χρησιμοποιημένο^Προσφέρεται να αγοράσει το νερό σας τρεις φορές πάνω από την αξία του.^Μετράει τις λέξεις του και ξοδεύει καμιά τριανταριά τη μέρα· για τα υπόλοιπα νεύει και χειρονομεί.
SL-03255^Zephyr Crane^Άνδρας^Aasimar^Rogue^-^2^1/4^Φύλακας κελαριού^Drifters^The Drift^Long Waystation (SET-002)^Ουδέτερος^14^16^Hand crossbow (Sneak Attack)^+5^1d6+3 + 1d6 διατρητικό^-^-^σχοινί με κόμπους κάθε μπράτσο; τρία εφεδρικά shield cells; σπασμένη λεπίδα φυλαγμένη για την επιγραφή της^Περπατάει το route ανάποδα, ελέγχοντας σημάδια που κανείς δεν έχει ελέγξει εδώ και χρόνια.^Αργος και μετρημένος· δεν υψώνει ποτέ τη φωνή του και δεν επαναλαμβάνει.
SL-03285^Mira Whitlock^Γυναίκα^Half-Elf^Rogue^Arcane Trickster^9^5^Λοχίας τείχους^Drifters^The Drift^Dust Depot (SET-012)^Ουδέτερη^17^76^Hand crossbow (Sneak Attack)^+9^1d6+5 + 5d6 διατρητικό^-^-^κόφτης τζαμιού και ένα κουβάρι σύρμα; γυαλιά σφραγισμένα από τη σκόνη; τίτλος ιδιοκτησίας για κτίριο που έχει κατεδαφιστεί^Μαγειρεύει για έντεκα ενώ έχουν μείνει τέσσερις.^Λέει «εμείς» για τις αποφάσεις και «εγώ» για τα λάθη.
SL-03301^Paavu Quarrick^Γυναίκα^Goliath^Bard^College of Glamour^11^7^Κλεπταποδόχος^Drifters^The Drift^Far Post (SET-004)^Φιλική^15^103^Shortsword^+9^1d6+5 διατρητικό^Healing Word; Faerie Fire; Hold Person; Shatter^-^συστατική επιστολή για αυλή που έχει πέσει; εφεδρική πλήμνη τροχού, λάθος μέγεθος; κομμάτι συμβολαίου με τρεις υπογραφές και κανέναν όρο^Ελέγχει κάθε βαρέλι μιας στοίβας πάνω σε λίστα και βρίσκει ένα παραπάνω.^Ελαφρύς τραυλισμός στα σκληρά σύμφωνα που εξαφανίζεται όταν επαναλαμβάνει κάτι που της είπαν.
SL-03313^Ivor Wrenfield^Άνδρας^Half-Elf^Warlock^The Archfey^13^9^Περιπλανώμενος όρκου^Independent^The Drift^Dust Depot (SET-012)^Ουδέτερος^15^152^Eldritch Blast^+10^3 δέσμες, 1d10+5 force η καθεμία^Foresight; Counterspell; Hunger of Hadar; Misty Step^-^καθρέφτης που πρέπει να μένει σκεπασμένος; τρία εφεδρικά shield cells; πορτρέτο κάποιου που το party θα συναντήσει αργότερα^Προσφέρεται να αγοράσει το νερό σας τρεις φορές πάνω από την αξία του.^Παλιό τραύμα στο σαγόνι μπερδεύει τα σύμφωνά του· μιλάει αργά για να το αντισταθμίσει και μισεί να επαναλαμβάνει.
SL-03314^Nol Hollowmere^Άνδρας^Human^Fighter^Eldritch Knight^9^5^Χειριστής θηρίων^Independent^The Drift^Ember Crossing (SET-011)^Ουδέτερος^18^98^Longsword^+9^1d8+5 τέμνον^-^-^σφυρίχτρα αξιωματικού σε φθαρμένο κορδόνι; κλειδί waystation που δεν ανοίγει πια τίποτα; απλήρωτη επικήρυξη για τέρας ήδη νεκρό^Κάθεται στη σκεπή ενός waystation κοιτώντας τον ορίζοντα προς τη λάθος κατεύθυνση.^Προλογίζει τα άσχημα νέα με τον καιρό, πάντα.
SL-03316^Larien Bramblecote^Άνδρας^Elf^Monk^Warrior of the Elements^10^5^Λαθρέμπορος^Drifters^The Drift^Long Waystation (SET-002)^Φιλικός^14^97^Unarmed Strike (Flurry)^+9^4 επιθέσεις, 1d8+5 θλαστικό^-^-^ραβδί φθαρμένο σε μύτη από τη μία άκρη; εφεδρική πλήμνη τροχού, λάθος μέγεθος; απόδειξη θανάτου που δεν έχει συμβεί ακόμα^Ανταλλάσσει νερό με πληροφορίες σε ξερή στάση, και χρεώνει επίτηδες λιγότερο.^Μιλάει με τον ρυθμό εκπαιδευτή ακόμα και όταν συζητάει για το δείπνο.
SL-03323^Tessy Ivorel^Γυναίκα^Halfling^Fighter^Eldritch Knight^11^6^Λοχίας περιμέτρου^Drifters^The Drift^Long Waystation (SET-002)^Φιλική^21^138^Greatsword^+9^2d6+5 τέμνον^-^-^κόρνα ρήγματος shield; έγγραφο διέλευσης υπογεγραμμένο από νεκρό; shard με μήνυμα που δεν έχει παίξει ποτέ^Παζαρεύει σκληρά για κάτι άχρηστο, προφανώς για την εξάσκηση.^Σφυρίζει ελαφρά στα σίγμα από ένα δόντι που δεν αντικατέστησε ποτέ.
SL-03328^Ovak Southgate^Γυναίκα^Half-Orc^Barbarian^Path of the Zealot^5^2^Επιθεωρητής wards^Independent^The Drift^Long Waystation (SET-002)^Ουδέτερη^15^60^Greataxe^+7^1d12+4 τέμνον^-^-^δίχειρο maul με ξαναδεμένη λαβή; μπουκάλι με σκόνη δρόμου κατακαθισμένη σε νερό; κονσέρβα με μια εξομολόγηση χαραγμένη μέσα^Υποστηρίζει ότι ο δρόμος μπροστά είναι ασφαλής ενώ ετοιμάζεται να πάει από την άλλη.^Αργη και μετρημένη· δεν υψώνει ποτέ τη φωνή της και δεν επαναλαμβάνει.
SL-03337^Pippa Pike^Γυναίκα^Halfling^Wizard^Order of Scribes^3^1/2^Μαθητευόμενος κηροπλάστη^Drifters^The Drift^Dust Depot (SET-012)^Εχθρική^11^22^Ray of Frost^+5^1d8 cold^Shield; Sleep; Magic Missile; Detect Magic^-^θήκη με 5 scrolls; εφεδρική πλήμνη τροχού, λάθος μέγεθος; μια υπόσχεση, γραμμένη, με δύο μάρτυρες^Θάβει κάτι σε έναν route marker και σταματάει μόλις σας δει.^Έχει μάθει να χαμηλώνει τη φωνή της όταν λέει κάτι αληθινό.
SL-03340^Gwyn Blackfell^Γυναίκα^Half-Elf^Fighter^-^2^1/4^Καθαριστής κόμβων^Drifters^The Drift^Dust Depot (SET-012)^Ουδέτερη^17^21^Longbow^+5^1d8+3 διατρητικό^-^-^Guardian halberd; εφεδρική πλήμνη τροχού, λάθος μέγεθος; μισή σκισμένη χάρτα· το άλλο μισό λείπει^Καίει κάτι μικρό στην άκρη του δρόμου και κοιτάει μέχρι να σβήσει.^Βουβη από παιδί· χειρονομεί με άνεση και περιμένει να προλαβαίνετε.
SL-03343^Thotham Wardlow^Άνδρας^Goliath^Warlock^-^2^1/4^Μαθητευόμενος εισπράκτορα^Drifters^The Drift^Dust Depot (SET-012)^Φιλικός^13^21^Eldritch Blast^+5^1 δέσμες, 1d10+3 force η καθεμία^Charm Person; Hex; Armor of Agathys; Dissonant Whispers^-^κλειδί που δεν ξεκλειδώνει τίποτα σε αυτόν τον κόσμο; κλειδί waystation που δεν ανοίγει πια τίποτα; ανοιχτό ποτέ γράμμα με παραλήπτη το party^Περπατάει το route ανάποδα, ελέγχοντας σημάδια που κανείς δεν έχει ελέγξει εδώ και χρόνια.^Δεν μπορεί να πει αριθμό χωρίς να πει και τι αριθμεί.
SL-03350^Kaelen Zell^Άνδρας^Half-Elf^Ranger^Gloom Stalker^9^5^Κλεπταποδόχος^Guardians^The Drift^Long Waystation (SET-002)^Ουδέτερος^16^86^Shortsword pair^+9^1d6+5 διατρητικό^Hunter's Mark; Wind Wall; Nondetection; Dispel Magic^-^παγίδες και σφυρίχτρα από κόκαλο; κλειδί waystation που δεν ανοίγει πια τίποτα; μια τούφα μαλλιά σε διπλωμένο χαρτί^Μαγειρεύει για έντεκα ενώ έχουν μείνει τέσσερις.^Ζητάει συγγνώμη πριν από κάθε πρόταση, ακόμα και πριν από τα καλά νέα.
SL-03351^Brynja Karrow^Γυναίκα^Dwarf^Warlock^The Great Old One^6^4^Τοπογράφος routes^Independent^The Drift^Dust Depot (SET-012)^Φιλική^14^62^Eldritch Blast^+7^2 δέσμες, 1d10+4 force η καθεμία^Dissonant Whispers; Hold Person; Shatter; Arms of Hadar^-^κλειδί που δεν ξεκλειδώνει τίποτα σε αυτόν τον κόσμο; γυαλιά σφραγισμένα από τη σκόνη; γράμμα που δεν στάλθηκε ποτέ^Θάβει κάτι σε έναν route marker και σταματάει μόλις σας δει.^Μιλάει ελάχιστα· όταν το κάνει, η φωνή είναι πιο νεανική απ' ό,τι περιμένατε και ενοχλείται που το προσέξατε.
SL-03362^Kazrek Ashgrove^Άνδρας^Dwarf^Barbarian^Path of the Berserker^6^3^Κυνηγός επικηρυγμένων^Independent^The Drift^Long Waystation (SET-002)^Φιλικός^15^70^Maul^+7^2d6+4 θλαστικό^-^-^δίχειρο maul με ξαναδεμένη λαβή; εφεδρική πλήμνη τροχού, λάθος μέγεθος; σφραγισμένο έγγραφο που ανοίγει μόνο στη Starfall 15^Τσακώνεται για βάρη διοδίων με ένα καραβάνι που έχει ήδη ξεφορτώσει.^Ψεύδισμα που έχει πάψει να κρύβει και δεν δέχεται πειράγματα γι' αυτό.
SL-03373^Neega Stallard^Γυναίκα^Half-Orc^Monk^Warrior of Mercy^7^3^Καπετάνιος route^Independent^The Drift^Ember Halt (SET-001)^Ουδέτερη^14^67^Unarmed Strike (Flurry)^+7^4 επιθέσεις, 1d8+4 θλαστικό^-^-^σιδερόδετα σανδάλια, τρύπια από τη χρήση; τρία εφεδρικά shield cells; κατάστιχο με κωδικοποιημένα όλα τα χρέη της κάτω πόλης^Ελέγχει κάθε βαρέλι μιας στοίβας πάνω σε λίστα και βρίσκει ένα παραπάνω.^Επαναλαμβάνει τους αριθμούς δύο φορές, συνήθεια από δουλειά που δεν κάνει πια.
SL-03374^Thalor Overstone^Άνδρας^Elf^Fighter^Psi Warrior^6^3^Τεχνικός shield^Drifters^The Drift^Long Waystation (SET-002)^Ουδέτερος^20^72^Longbow^+7^1d8+4 διατρητικό^-^-^βραχιόλι που σταματάει λεπίδα και το δείχνει; εφεδρική πλήμνη τροχού, λάθος μέγεθος; τίτλος ιδιοκτησίας για κτίριο που έχει κατεδαφιστεί^Παζαρεύει σκληρά για κάτι άχρηστο, προφανώς για την εξάσκηση.^Μιλάει τέλεια την τοπική γλώσσα αλλά σκέφτεται σε άλλη, και φαίνεται στη σειρά των λέξεων.
SL-03375^Eldon Ironvane^Άνδρας^Halfling^Ranger^Beast Master^8^4^Φύλακας των τραγουδιών^Independent^The Drift^Dust Depot (SET-012)^Εχθρικός^16^72^Shortsword pair^+7^1d6+4 διατρητικό^Summon Beast; Spike Growth; Ensnaring Strike; Lesser Restoration^-^20 βέλη, 4 με αιχμή nanite; υπογεγραμμένο route-charter; διαταγές που επέλεξε να μην ακολουθήσει^Κοιμάται καθιστος με το χέρι ακόμα στο όπλο.^Επίτηδες επίπεδη και χωρίς προφορά· η προφορά ξεφεύγει μόνο σε γνήσια έκπληξη.
SL-03384^Neega Longstride^Γυναίκα^Half-Orc^Monk^Warrior of the Open Hand^5^2^Αναγνώστης άστρων^Drifters^The Drift^Low Crossing (SET-007)^Φιλική^14^49^Quarterstaff^+7^1d8+4 θλαστικό^-^-^μπολ που έχει χρησιμοποιηθεί ως όπλο; έγγραφο διέλευσης υπογεγραμμένο από νεκρό; μια τούφα μαλλιά σε διπλωμένο χαρτί^Περπατάει το route ανάποδα, ελέγχοντας σημάδια που κανείς δεν έχει ελέγξει εδώ και χρόνια.^Απαντάει επαναλαμβάνοντας την ερώτηση, για να κερδίσει χρόνο.
SL-03392^Helja Oakhollow^Γυναίκα^Dwarf^Wizard^Order of Scribes^8^5^Επιμελητής καραβανιού^Drifters^The Drift^Long Waystation (SET-002)^Ουδέτερη^13^69^Ray of Frost^+7^2d8 cold^Misty Step; Grease; Mirror Image; Shield^-^spellbook με δικές του σημειώσεις; τρία εφεδρικά shield cells; λίστα routes που δεν υπάρχουν πια^Ελέγχει κάθε βαρέλι μιας στοίβας πάνω σε λίστα και βρίσκει ένα παραπάνω.^Τελειώνει τις προτάσεις των άλλων και έχει δίκιο αρκετά συχνά ώστε να εκνευρίζει.
SL-03400^Israfel Hollowmere^Άνδρας^Aasimar^Fighter^Psi Warrior^4^1^Υπάλληλος διοδίων^Drifters^The Drift^Pale Depot (SET-010)^Φιλικός^19^40^Halberd^+5^1d10+3 τέμνον^-^-^χαρακωμένο greatsword; γυαλιά σφραγισμένα από τη σκόνη; κλειδί χωρίς κλειδαριά^Κοιμάται καθιστος με το χέρι ακόμα στο όπλο.^Σβήνει στο τέλος των προτάσεων και σας αφήνει να τις τελειώσετε.
SL-03416^Nemeia Netherby^Γυναίκα^Tiefling^Sorcerer^Wild Magic Sorcery^6^4^Κούριερ αρχείου^Drifters^The Drift^Pale Depot (SET-010)^Ουδέτερη^14^49^Ray of Frost^+7^2d8 cold^Shatter; Hold Person; Scorching Ray; Mirror Image^-^φιαλίδιο νερού καταιγίδας που δεν έχει κατακαθίσει; τρία εφεδρικά shield cells; συντεταγμένες προς ένα άγνωστο από τα 108 Wonders^Καίει κάτι μικρό στην άκρη του δρόμου και κοιτάει μέχρι να σβήσει.^Απευθύνεται σε ομάδες και όχι σε άτομα, ακόμα κι όταν είστε ένας.
SL-03427^Vola Windrell^Γυναίκα^Half-Orc^Warlock^-^2^1/4^Συλλέκτης μεταλλεύματος^Independent^The Drift^Long Waystation (SET-002)^Ουδέτερη^15^20^Eldritch Blast^+5^1 δέσμες, 1d10+3 force η καθεμία^Armor of Agathys; Charm Person; Dissonant Whispers; Hex^-^περγαμηνή συμβολαίου με άθικτη σφραγίδα Lord; εφεδρική πλήμνη τροχού, λάθος μέγεθος; μια χάρη που οφείλει κάποιος τον οποίο το party θα χρειαστεί^Συνοδεύει ένα κάρο που δεν μεταφέρει απολύτως τίποτα.^Έχει μία ιστορία που τη λέει με κάθε ευκαιρία, και είναι διαφορετική ιστορία κάθε φορά.
SL-03430^Zael Ironmark^Άνδρας^Tiefling^Wizard^School of Divination^8^5^Τεχνίτης wards^Independent^The Drift^Low Crossing (SET-007)^Ουδέτερος^14^69^Ray of Frost^+7^2d8 cold^Shield; Web; Scorching Ray; Mirror Image^-^θήκη με 5 scrolls; εφεδρική πλήμνη τροχού, λάθος μέγεθος; όνομα γραμμένο σε χέρι και ξαναγραμμένο κάθε μέρα^Επισκευάζει ένα shield pylon μέσα σε ανεμοθύελλα σκόνης, δεμένος με σκοινί που έχει πολλή τζόγα.^Λέει «σωστά» μετά από κάθε πρόταση, και δεν ακούει τον εαυτό του να το κάνει.
SL-03433^Verity Quick^Γυναίκα^Tiefling^Cleric^Grave Domain^8^5^Καπετάνιος συνοδείας^Independent^The Drift^Low Crossing (SET-007)^Φιλική^17^69^Mace^+7^1d6+4 θλαστικό^Bless; Cure Wounds; Lesser Restoration; Hold Person^-^τελετουργικό δρεπάνι; υπογεγραμμένο route-charter; χάρτης με ένα σημείο κυκλωμένο και χωρίς ετικέτα^Θάβει κάτι σε έναν route marker και σταματάει μόλις σας δει.^Χρησιμοποιεί λόγια γραμματική και χυδαίο λεξιλόγιο στην ίδια ανάσα.
SL-03445^Pippa Wend^Γυναίκα^Halfling^Fighter^Psi Warrior^8^4^Επιμελητής καραβανιού^Drifters^The Drift^Low Crossing (SET-007)^Φιλική^18^92^Longbow^+7^1d8+4 διατρητικό^-^-^Thundermount crystalline longsword (+1); γυαλιά σφραγισμένα από τη σκόνη; διαταγές που επέλεξε να μην ακολουθήσει^Θάβει κάτι σε έναν route marker και σταματάει μόλις σας δει.^Μιλάει στο έδαφος αντί για τα πρόσωπα, και σηκώνει βλέμμα μόνο όταν απειληθεί.
SL-03447^Warryn Ashlow^Άνδρας^Gnome^Bard^-^2^1/4^Υπάλληλος διοδίων^Drifters^The Drift^Long Waystation (SET-002)^Εχθρικός^13^14^Vicious Mockery^+5^1d6+3 τέμνον^Dissonant Whispers; Healing Word; Faerie Fire; Bane^-^συστατική επιστολή για αυλή που έχει πέσει; κλειδί waystation που δεν ανοίγει πια τίποτα; λίστα routes που δεν υπάρχουν πια^Υποστηρίζει ότι ο δρόμος μπροστά είναι ασφαλής ενώ ετοιμάζεται να πάει από την άλλη.^Έχει μία ιστορία που τη λέει με κάθε ευκαιρία, και είναι διαφορετική ιστορία κάθε φορά.
SL-03458^Bolg Hollis^Άνδρας^Orc^Ranger^Fey Wanderer^7^3^Μελετητής ουρανού^Independent^The Drift^Dust Depot (SET-012)^Ουδέτερος^15^69^Longbow^+7^1d8+4 διατρητικό^Hunter's Mark; Lesser Restoration; Fog Cloud; Pass Without Trace^-^χάρτης πηγών νερού, ενημερωμένος κάθε βδομάδα; κλειδί waystation που δεν ανοίγει πια τίποτα; όνομα γραμμένο σε χέρι και ξαναγραμμένο κάθε μέρα^Περπατάει δίπλα στο κάρο αντί να καβαλήσει, για λόγους που δεν θα πει.^Μιλάει τέλεια την τοπική γλώσσα αλλά σκέφτεται σε άλλη, και φαίνεται στη σειρά των λέξεων.
SL-03467^Riswynn Thistlewood^Γυναίκα^Dwarf^Bard^College of Lore^5^3^Τεχνίτης wards^Drifters^The Drift^Long Waystation (SET-002)^Ουδέτερη^14^40^Shortsword^+7^1d6+4 διατρητικό^Enhance Ability; Healing Word; Bane; Suggestion^-^το μοναδικό γραπτό αντίγραφο ενός route-song; υπογεγραμμένο route-charter; γράμμα που δεν στάλθηκε ποτέ^Ελέγχει κάθε βαρέλι μιας στοίβας πάνω σε λίστα και βρίσκει ένα παραπάνω.^Ψιθυρίζει εξ ορισμού· η ένταση ανεβαίνει μόνο όταν φοβάται.
