ID^Name^Gender^Ancestry^Class^Subclass^Level^CR^Role^Faction^Region^Settlement^Disposition^AC^HP^Main_Attack^Attack_Bonus^Damage^Key_Spells^Constellation^Notable_Items^First_Met^Speech_Quirks
SL-00002^Bettany Vance^Γυναίκα^Human^Druid^Circle of the Moon^10^6^Γιατρός ανακούφισης^Drifters^Frozen Edge^Last Hut (SET-057)^Ουδέτερη^16^88^Quarterstaff^+9^1d8+5 θλαστικό^Barkskin; Wind Wall; Goodberry; Entangle^-^φυλαχτό από πεσμένη ουράνια πέτρα; κουτί με λίπος από κάτι ανώνυμο; απλήρωτος λογαριασμός από τρεις πόλεις^Αρνείται να αφήσει πίσω ένα έλκηθρο, αν και έχει σαφώς τελειώσει.^Γίνεται πολύ ήσυχη και πολύ ευγενικη όταν θυμώνει, που είναι χειρότερο.
SL-01137^Tinka Fallowfield^Γυναίκα^Gnome^Fighter^Champion^10^5^Εκτελεστής^Lifeweavers^Frozen Edge^White Line (SET-058)^Ουδέτερη^20^117^Longbow^+9^1d8+5 διατρητικό^-^-^δόρυ με αλλαγμένη αιχμή, δύο φορές; medkit τυλιγμένο για την παγωνιά; κλειδί τυλιγμένο σε ύφασμα, ποτέ χρησιμοποιημένο^Μοιράζεται φωτιά με τρεις ανθρώπους που είναι ήδη νεκροί και δεν το έχουν μάθει.^Λέει «σωστά» μετά από κάθε πρόταση, και δεν ακούει τον εαυτό της να το κάνει.
SL-01142^Pippa Garrick^Γυναίκα^Halfling^Monk^Warrior of the Open Hand^10^5^Γιατρός ανακούφισης^Independent^Frozen Edge^Last Hut (SET-057)^Φιλική^15^95^Quarterstaff^+9^1d8+5 θλαστικό^-^-^κορδόνι με κόμπους προσευχής, αρκετοί καμένοι; κουτί με λίπος από κάτι ανώνυμο; παιδικό σχέδιο ενός αστερισμού που κανείς δεν βρίσκει^Υποστηρίζει ότι ο πάγος θα κρατήσει, έχοντας πέσει έξω και στο παρελθόν.^Συγχρονίζει τις προτάσεις της με την αναπνοή και ξεμένει από αέρα στη μέση της σκέψης.
SL-01149^Etch Netherby^Γυναίκα^Awakened Construct^Barbarian^Path of the Zealot^19^13^Ονομασμένος των Wilds^Drifters^Frozen Edge^White Camp (SET-051)^Φιλική^16^241^Maul^+11^2d6+5 θλαστικό^-^-^greatsword με χαυλιόδοντα αγριόχοιρου; 4 δόσεις anti-nanite serum; Guardian dog-tag που δεν είναι δικό της^Υποστηρίζει ότι ο πάγος θα κρατήσει, έχοντας πέσει έξω και στο παρελθόν.^Γρήγορη, υπερδιεγερμένη ομιλία· διακόπτει τον εαυτό της με διορθώσεις και παρενθέσεις.
SL-01150^Ilka Ulverston^Γυναίκα^Half-Orc^Monk^Warrior of the Open Hand^10^5^Επιστάτης ανάσυρσης^Lifeweavers^Frozen Edge^Last Anchorage (SET-056)^Ουδέτερη^16^92^Shortsword^+9^1d6+5 διατρητικό^-^-^σιδερόδετα σανδάλια, τρύπια από τη χρήση; θερμόμετρο που δείχνει λάθος κατά γνωστή απόκλιση; μια χάρη που οφείλει κάποιος τον οποίο το party θα χρειαστεί^Μοιράζεται φωτιά με τρεις ανθρώπους που είναι ήδη νεκροί και δεν το έχουν μάθει.^Μιλάει ελάχιστα· όταν το κάνει, η φωνή είναι πιο νεανική απ' ό,τι περιμένατε και ενοχλείται που το προσέξατε.
SL-01151^Wren Westerly^Γυναίκα^Human^Warlock^-^2^1/4^Μαθητευόμενος^Lifeweavers^Frozen Edge^Break Anchorage (SET-055)^Φιλική^14^21^Eldritch Blast^+5^1 δέσμες, 1d10+3 force η καθεμία^Charm Person; Arms of Hadar; Dissonant Whispers; Hex^-^φανάρι από καπνισμένο γυαλί; θερμόμετρο που δείχνει λάθος κατά γνωστή απόκλιση; γράμμα που δεν στάλθηκε ποτέ^Σημαδεύει ασφαλές πέρασμα με πασσάλους, και ξεμένει από πασσάλους.^Έχει τη συνήθεια να επαναλαμβάνει το όνομά σου μέσα στην κουβέντα, χωρίς λόγο.
SL-01165^Gerbo Marrowgate^Άνδρας^Gnome^Rogue^Thief^4^1^Νυχτερινή σκοπιά^Independent^Frozen Edge^Rime Station (SET-052)^Ουδέτερος^14^31^Dagger (Sneak Attack)^+5^1d4+3 + 2d6 διατρητικό^-^-^μάσκα πιο πολύ μπαλωμένη παρά φορεμένη; σχοινί παγωμένο σε μόνιμο κουλούρι; γραμμάτιο από faction που αρνείται ότι το εξέδωσε^Κουβαλάει δύο σακίδια και δεν δίνει λόγο για το δεύτερο.^Δεν χρησιμοποιεί ποτέ ονόματα, μόνο «εσύ» και «αυτοί», ακόμα και για τους απόντες.
SL-01168^Kavash Coldharbour^Άνδρας^Goliath^Wizard^School of Abjuration^5^3^Ανασύρτης ναυαγίων^Independent^Frozen Edge^Rime Station (SET-052)^Ουδέτερος^12^46^Ray of Frost^+7^2d8 cold^Detect Magic; Mirror Image; Web; Grease^-^focus από λιωμένο γυαλί της Otherside; 4 δόσεις anti-nanite serum; λίστα routes που δεν υπάρχουν πια^Μοιράζει καύσιμο μπροστά σας για να περάσει το μήνυμα ότι πρέπει να μείνετε.^Μιλάει αρκετά σιγά ώστε να σκύβει ο κόσμος, που είναι όλο το νόημα.
SL-01176^Torvald Charnwood^Άνδρας^Dwarf^Warlock^-^1^1/8^Φύλακας κελαριού^Independent^Frozen Edge^White Camp (SET-051)^Ουδέτερος^15^10^Pact blade^+5^1d8+3 τέμνον^Hex; Arms of Hadar; Charm Person; Armor of Agathys^-^σφραγίδα που ξανανοίγει μόνη της; παλτό που δεν παγώνει ποτέ; όνομα γραμμένο σε χέρι και ξαναγραμμένο κάθε μέρα^Σημαδεύει ασφαλές πέρασμα με πασσάλους, και ξεμένει από πασσάλους.^Μιλάει για το μέλλον μόνο σε υποθετικό, ποτέ σε οριστική.
SL-01180^Ea Ashby^Γυναίκα^Tiefling^Sorcerer^Wild Magic Sorcery^8^5^Υπάλληλος assay^Lifeweavers^Frozen Edge^First Hut (SET-059)^Ουδέτερη^13^60^Ray of Frost^+7^2d8 cold^Mirror Image; Misty Step; Shatter; Magic Missile^-^ασταθές focus που βουίζει κοντά σε shields; παλτό που δεν παγώνει ποτέ; απλήρωτη επικήρυξη για τέρας ήδη νεκρό^Αιωρείται μια παλάμη πάνω από παγωμένη λίμνη, κοιτώντας το μέτωπο καταιγίδας σαν παράσταση.^Καθαρίζει τον λαιμό της πριν από κάθε άρνηση, που κάνει τις αρνήσεις ορατές από μακριά.
SL-01190^Caramip Harkaway^Γυναίκα^Gnome^Fighter^-^2^1/4^Νυχτερινή σκοπιά^Lifeweavers^Frozen Edge^White Camp (SET-051)^Εχθρική^17^19^Lance (mounted)^+5^1d12+3 διατρητικό^-^-^βαρίδια ρίψης; θερμόμετρο που δείχνει λάθος κατά γνωστή απόκλιση; λίστα με έξι ονόματα, τα τέσσερα διαγραμμένα^Παρακολουθεί μέτωπο καταιγίδας και το χρονομετράει με ένα κερί.^Επαναλαμβάνει χαρούμενα κουτσομπολιά ως γεγονότα και διορθώνεται αργότερα, δημόσια.
SL-01215^Aselle Vexley^Γυναίκα^Half-Elf^Paladin^Oath of Glory^4^1^Σχοινάς^Lifeweavers^Frozen Edge^White Camp (SET-051)^Φιλική^18^41^Greatsword (Divine Smite)^+5^2d6+3 + 2d8 radiant^Bless; Divine Favor; Compelled Duel; Shield of Faith^-^όρκος ξαναγραμμένος με το ίδιο της το χέρι; δείγμα πάγου σε σφραγισμένο σωλήνα; σελίδα σκισμένη από πολύ παλιότερο βιβλίο^Κουβαλάει δύο σακίδια και δεν δίνει λόγο για το δεύτερο.^Χρησιμοποιεί τις ίδιες τρεις βρισιές εναλλάξ και καμία άλλη.
SL-01220^Kestrel Cask^Γυναίκα^Human^Warlock^The Fiend^12^8^Φύλακας του πάγου^Guardians^Frozen Edge^Last Hut (SET-057)^Εχθρική^15^128^Pact blade^+9^1d8+5 τέμνον^Hunger of Hadar; Darkness; Fly; Charm Person^-^φανάρι από καπνισμένο γυαλί; βιβλίο καταγραφής παχών πάγου; εικόνα σε shard, ενός τόπου που κανείς δεν αναγνωρίζει^Αιωρείται μια παλάμη πάνω από παγωμένη λίμνη, κοιτώντας το μέτωπο καταιγίδας σαν παράσταση.^Υπερβολικά τυπική, προβαρισμένη διατύπωση· καταφεύγει σε αριθμούς κανονισμών όταν δεν αντέχει.
SL-01239^Balda Stallard^Γυναίκα^Dwarf^Ranger^-^2^1/4^Θελήματα^Drifters^Frozen Edge^White Line (SET-058)^Φιλική^14^19^Hand crossbow^+5^1d6+3 διατρητικό^Goodberry; Cure Wounds; Fog Cloud; Hunter's Mark^-^πυξίδα Drifter's Road; κουτί με λίπος από κάτι ανώνυμο; σύμβολο ενός Circle που δεν συνεδριάζει πια^Υποστηρίζει ότι ο πάγος θα κρατήσει, έχοντας πέσει έξω και στο παρελθόν.^Κάνει τρεις ερωτήσεις πριν απαντήσει σε μία.
SL-01242^Needle Havelock^Γυναίκα^Awakened Construct^Druid^Circle of the Sea^3^1/2^Σκοπός^Lifeweavers^Frozen Edge^First Hut (SET-059)^Φιλική^14^25^Produce Flame^+5^1d8+3 τέμνον^Entangle; Goodberry; Healing Word; Faerie Fire^-^σακούλι με σπόρους εξαφανισμένων χόρτων; κουτί με λίπος από κάτι ανώνυμο; εικόνα σε shard, ενός τόπου που κανείς δεν αναγνωρίζει^Μετράει απόθεμα serum που είναι λειψό και δεν λέει τίποτα.^Μετράει τις λέξεις της και ξοδεύει καμιά τριανταριά τη μέρα· για τα υπόλοιπα νεύει και χειρονομεί.
SL-01248^Ruvik Hollowmere^Άνδρας^Dwarf^Ranger^Hunter^6^3^Γιατρός ανακούφισης^Drifters^Frozen Edge^White Camp (SET-051)^Ουδέτερος^16^54^Hand crossbow^+7^1d6+4 διατρητικό^Summon Beast; Hunter's Mark; Silence; Lesser Restoration^-^nightglass δοκιμασμένο με δεμένα μάτια; medkit τυλιγμένο για την παγωνιά; νόμισμα στραβωμένο από βολή που δεν αυτόν πέτυχε^Σημαδεύει ασφαλές πέρασμα με πασσάλους, και ξεμένει από πασσάλους.^Γρήγορη, υπερδιεγερμένη ομιλία· διακόπτει τον εαυτό του με διορθώσεις και παρενθέσεις.
SL-01252^Ledger Cinderhaugh^Άνδρας^Awakened Construct^Bard^College of Lore^8^5^Πράκτορας χαρτών^Independent^Frozen Edge^White Camp (SET-051)^Εχθρικός^15^68^Rapier^+7^1d8+4 διατρητικό^Faerie Fire; Suggestion; Bane; Dissonant Whispers^-^λαούτο με ασημένιες χορδές; σχοινί παγωμένο σε μόνιμο κουλούρι; συντεταγμένες προς ένα άγνωστο από τα 108 Wonders^Καίει έναν χάρτη για ζέστη και τον θυμάται τέλεια μετά.^Χρησιμοποιεί χρονοσφραγίδες αντί για «χθες» και «την περασμένη βδομάδα».
SL-01259^Jessa Coldharbour^Γυναίκα^Half-Elf^Bard^College of Dance^6^4^Μεσάζων χρεών^Lifeweavers^Frozen Edge^Rime Station (SET-052)^Ουδέτερη^14^52^Rapier^+7^1d8+4 διατρητικό^Enhance Ability; Suggestion; Healing Word; Charm Person^-^δέρμα τυμπάνου από θηρίο που έχει πια εξαφανιστεί; medkit τυλιγμένο για την παγωνιά; κονσέρβα με μια εξομολόγηση χαραγμένη μέσα^Περιποιείται κρυοπαγήματα σε άλλον ενώ αγνοεί τα δικά της χέρια.^Μιλάει ελάχιστα· όταν το κάνει, η φωνή είναι πιο νεανική απ' ό,τι περιμένατε και ενοχλείται που το προσέξατε.
SL-01268^Doran Harrow^Άνδρας^Human^Paladin^Oath of Glory^7^3^Γιατρός ανακούφισης^Independent^Frozen Edge^Rime Station (SET-052)^Ουδέτερος^18^77^Greatsword (Divine Smite)^+7^2d6+4 + 2d8 radiant^Misty Step; Cure Wounds; Compelled Duel; Aid^-^greatsword που δεν του δόθηκε ποτέ όνομα; σχοινί παγωμένο σε μόνιμο κουλούρι; Guardian dog-tag που δεν είναι δικό του^Περιποιείται κρυοπαγήματα σε άλλον ενώ αγνοεί τα δικά του χέρια.^Μιλάει σε ενεστώτα για περασμένα γεγονότα· ένα αχνό στατικό κάτω από τις λέξεις.
SL-01272^Aelar Rookhurst^Άνδρας^Elf^Sorcerer^Draconic Sorcery^9^6^Μεταφορέας serum^Lifeweavers^Frozen Edge^Break Anchorage (SET-055)^Ουδέτερος^12^79^Ray of Frost^+9^2d8 cold^Misty Step; Magic Missile; Chromatic Orb; Counterspell^-^δαχτυλίδι που ζεσταίνεται όταν λέει ψέματα; 4 δόσεις anti-nanite serum; γραμμάτιο από faction που αρνείται ότι το εξέδωσε^Σημαδεύει ασφαλές πέρασμα με πασσάλους, και ξεμένει από πασσάλους.^Μιλάει ελάχιστα· όταν το κάνει, η φωνή είναι πιο νεανική απ' ό,τι περιμένατε και ενοχλείται που το προσέξατε.
SL-01273^Gerbo Ashby^Άνδρας^Gnome^Fighter^Psi Warrior^6^3^Καπετάνιος σχοινιών^Drifters^Frozen Edge^White Line (SET-058)^Φιλικός^18^70^Halberd^+7^1d10+4 τέμνον^-^-^χαρακωμένο greatsword; 4 δόσεις anti-nanite serum; απλήρωτη επικήρυξη για τέρας ήδη νεκρό^Βγαίνει στον πάγο με σκοινί που δεν το κρατάει κανείς από την άλλη άκρη.^Προφορά που κανείς δεν τοποθετεί, και δίνει διαφορετική καταγωγή κάθε φορά που ρωτιέται.
SL-01286^Toma Ravel^Άνδρας^Human^Druid^Circle of the Moon^10^6^Επιστάτης ορυχείου^Independent^Frozen Edge^Last Hut (SET-057)^Εχθρικός^15^94^Starry Form (The Long Shot)^+9^2d8+5 radiant^Conjure Animals; Moonbeam; Dispel Magic; Entangle^-^σακούλι με σπόρους εξαφανισμένων χόρτων; medkit τυλιγμένο για την παγωνιά; γραμμάτιο από faction που αρνείται ότι το εξέδωσε^Διαβάζει το πάχος του πάγου με τον ήχο, χτυπώντας ραβδί καθώς περπατάει.^Μετράει τις λέξεις του και ξοδεύει καμιά τριανταριά τη μέρα· για τα υπόλοιπα νεύει και χειρονομεί.
SL-01299^Felosial Coldmouth^Γυναίκα^Elf^Sorcerer^Draconic Sorcery^9^6^Κοσκινιστής στάχτης^Lifeweavers^Frozen Edge^First Hut (SET-059)^Φιλική^13^80^Ray of Frost^+9^2d8 cold^Mirror Image; Chromatic Orb; Magic Missile; Misty Step^-^γάντι που κρύβει χέρι που δεν φαίνεται πια σωστό; σχοινί παγωμένο σε μόνιμο κουλούρι; shard με μήνυμα που δεν έχει παίξει ποτέ^Ξεπαγώνει μια κλειδαριά με τα ίδια της τα χέρια αντί να τη σπάσει.^Ψιθυρίζει εξ ορισμού· η ένταση ανεβαίνει μόνο όταν φοβάται.
SL-01309^Hale Coldharbour^Άνδρας^Human^Monk^Warrior of Mercy^13^8^Αναγνώστης των τριών φεγγαριών^Lifeweavers^Frozen Edge^Rime Station (SET-052)^Εχθρικός^17^134^Unarmed Strike (Flurry)^+10^4 επιθέσεις, 1d8+5 θλαστικό^-^-^επίδεσμοι σημαδεμένοι με στάχτη; θερμόμετρο που δείχνει λάθος κατά γνωστή απόκλιση; σφραγισμένο φιαλίδιο με μόνο μια ημερομηνία^Σημαδεύει ασφαλές πέρασμα με πασσάλους, και ξεμένει από πασσάλους.^Σταματάει να μιλάει εντελώς όταν μπαίνει κάποιος άλλος και ξεκινάει πάλι όταν φύγει.
SL-01325^Ellyjobell Drayton^Γυναίκα^Gnome^Wizard^School of Illusion^14^9^Φύλακας της κοιλάδας^Drifters^Frozen Edge^White Camp (SET-051)^Ουδέτερη^15^130^Arcane Ray^+10^3d8 force^Web; Misty Step; Counterspell; Invisibility^-^θήκη με 5 scrolls; 4 δόσεις anti-nanite serum; νόμισμα στραβωμένο από βολή που δεν αυτήν πέτυχε^Σκάβει καταφύγιο μέσα σε χιονοστιβάδα με εξασκημένη ταχύτητα.^Έχει μάθει να χαμηλώνει τη φωνή της όταν λέει κάτι αληθινό.
SL-01327^Ferris Harkaway^Άνδρας^Human^Fighter^Eldritch Knight^9^5^Φρουρός καραβανιού^Drifters^Frozen Edge^Last Anchorage (SET-056)^Ουδέτερος^18^97^Lance (mounted)^+9^1d12+5 διατρητικό^-^-^δόρυ με αλλαγμένη αιχμή, δύο φορές; medkit τυλιγμένο για την παγωνιά; οδηγίες για μια τελετή, σε μετάφραση, με το τελευταίο βήμα να λείπει^Ανοίγει μονοπάτι μέσα από φρέσκο χιόνι για να περάσουν όσοι έρχονται πίσω.^Μετράει με ρυθμό που ταιριάζει σε τραγούδι δουλειάς, χωρίς να το τραγουδάει ποτέ.
SL-01330^Tarhun Hollowmere^Άνδρας^Dragonborn^Wizard^School of Divination^8^5^Καπετάνιος σχοινιών^Independent^Frozen Edge^White Line (SET-058)^Ουδέτερος^12^62^Fire Bolt^+7^210 fire^Invisibility; Grease; Shield; Detect Magic^-^focus από λιωμένο γυαλί της Otherside; κουτί με λίπος από κάτι ανώνυμο; απλήρωτος λογαριασμός από τρεις πόλεις^Αιωρείται μια παλάμη πάνω από παγωμένη λίμνη, κοιτώντας το μέτωπο καταιγίδας σαν παράσταση.^Ζητάει συγγνώμη πριν από κάθε πρόταση, ακόμα και πριν από τα καλά νέα.
SL-01338^Paavu Orlow^Γυναίκα^Goliath^Bard^College of Glamour^10^6^Κούριερ αρχείου^Guardians^Frozen Edge^First Hut (SET-059)^Φιλική^14^79^Vicious Mockery^+9^1d6+5 τέμνον^Bane; Hypnotic Pattern; Major Image; Dissonant Whispers^-^το μοναδικό γραπτό αντίγραφο ενός route-song; κουτί με λίπος από κάτι ανώνυμο; συντεταγμένες προς ένα άγνωστο από τα 108 Wonders^Σημαδεύει ασφαλές πέρασμα με πασσάλους, και ξεμένει από πασσάλους.^Μιλάει για τον εαυτό της σε τρίτο πρόσωπο όταν συζητάει τη δουλειά.
SL-01345^Delia Stallard^Γυναίκα^Human^Barbarian^Path of the World Tree^8^4^Πιλότος πάγου^Lifeweavers^Frozen Edge^Last Hut (SET-057)^Ουδέτερη^16^89^Greatsword^+7^2d6+4 τέμνον^-^-^ρόπαλο φτιαγμένο από κέντρο ασπίδας; σχοινί παγωμένο σε μόνιμο κουλούρι; ένταλμα με τη δική της περιγραφή πάνω^Υποστηρίζει ότι ο πάγος θα κρατήσει, έχοντας πέσει έξω και στο παρελθόν.^Ξεκινάει κάθε ιστορία από τη μέση.
SL-01358^Emmery Kirkwall^Άνδρας^Human^Ranger^Gloom Stalker^10^5^Αναγνώστης καταιγίδων^Lifeweavers^Frozen Edge^First Hut (SET-059)^Φιλικός^15^86^Longbow^+9^1d8+5 διατρητικό^Silence; Spike Growth; Hunter's Mark; Cure Wounds^-^20 βέλη, 4 με αιχμή nanite; θερμόμετρο που δείχνει λάθος κατά γνωστή απόκλιση; πορτρέτο κάποιου που το party θα συναντήσει αργότερα^Αρνείται να αφήσει πίσω ένα έλκηθρο, αν και έχει σαφώς τελειώσει.^Μιλάει σε ενεστώτα για περασμένα γεγονότα· ένα αχνό στατικό κάτω από τις λέξεις.
SL-01361^Tavia Wardlow^Γυναίκα^Half-Elf^Wizard^School of Evocation^6^4^Φρουρός καραβανιού^Independent^Frozen Edge^Break Shelter (SET-054)^Ουδέτερη^12^53^Fire Bolt^+7^210 fire^Misty Step; Invisibility; Mirror Image; Detect Magic^-^θήκη με 5 scrolls; medkit τυλιγμένο για την παγωνιά; λίστα με έξι ονόματα, τα τέσσερα διαγραμμένα^Παρακολουθεί μέτωπο καταιγίδας και το χρονομετράει με ένα κερί.^Προφορά που κανείς δεν τοποθετεί, και δίνει διαφορετική καταγωγή κάθε φορά που ρωτιέται.
SL-01362^Nessa Wintersby^Γυναίκα^Human^Barbarian^Path of the Zealot^3^1/2^Υπάλληλος διοδίων^Independent^Frozen Edge^Rime Station (SET-052)^Ουδέτερη^16^30^Greatsword^+5^2d6+3 τέμνον^-^-^δίχειρο maul με ξαναδεμένη λαβή; κουτί με λίπος από κάτι ανώνυμο; γραπτή ομολογία υπογεγραμμένη από κάποιον που ζει ακόμα^Παρακολουθεί μέτωπο καταιγίδας και το χρονομετράει με ένα κερί.^Έχει μάθει να χαμηλώνει τη φωνή της όταν λέει κάτι αληθινό.
SL-01369^Nomen Halberd^Άνδρας^Awakened Construct^Druid^Circle of Stars^14^9^Φύλακας του βάλτου^Independent^Frozen Edge^Last Hut (SET-057)^Ουδέτερος^18^152^Scimitar^+10^1d6+5 τέμνον^Spike Growth; Wall of Stone; Wind Wall; Conjure Animals^The Long Shot^φυλαχτό από πεσμένη ουράνια πέτρα; παλτό που δεν παγώνει ποτέ; δαχτυλίδι πολύ μικρό για οποιονδήποτε γνωρίζει^Καίει έναν χάρτη για ζέστη και τον θυμάται τέλεια μετά.^Σταματάει για να διαλέξει ανάμεσα σε δύο λέξεις και πάντα παίρνει την πιο ωμή.
SL-01372^Maren Ravel^Γυναίκα^Human^Druid^Circle of Stars^6^4^Κοσκινιστής στάχτης^Guardians^Frozen Edge^First Hut (SET-059)^Φιλική^15^56^Scimitar^+7^1d6+4 τέμνον^Entangle; Thunderwave; Faerie Fire; Pass Without Trace^The Prism Arc^χάρτης άστρων σε κατεργασμένο δέρμα; βιβλίο καταγραφής παχών πάγου; γραμμάτιο από faction που αρνείται ότι το εξέδωσε^Μοιράζεται φωτιά με τρεις ανθρώπους που είναι ήδη νεκροί και δεν το έχουν μάθει.^Περιγράφει ανθρώπους από το βάδισμα και τη μυρωδιά τους πριν από το πρόσωπο.
SL-01373^Yakka Brack^Γυναίκα^Goliath^Fighter^Battle Master^8^4^Γιατρός πεδίου^Independent^Frozen Edge^White Camp (SET-051)^Ουδέτερη^18^90^Greatsword^+7^2d6+4 τέμνον^-^-^κόρνα ρήγματος shield; 4 δόσεις anti-nanite serum; κατάστιχο με κωδικοποιημένα όλα τα χρέη της κάτω πόλης^Ανοίγει μονοπάτι μέσα από φρέσκο χιόνι για να περάσουν όσοι έρχονται πίσω.^Μιλάει ελάχιστα· όταν το κάνει, η φωνή είναι πιο νεανική απ' ό,τι περιμένατε και ενοχλείται που το προσέξατε.
SL-01385^Marla Lock^Γυναίκα^Halfling^Ranger^Hunter^14^8^Αρχιεκτιμητής^Lifeweavers^Frozen Edge^White Line (SET-058)^Φιλική^18^149^Hand crossbow^+10^1d6+5 διατρητικό^Dispel Magic; Swift Quiver; Steel Wind Strike; Silence^-^μπότες με σόλα που δεν αφήνει ίχνος; σχοινί παγωμένο σε μόνιμο κουλούρι; κλειδί χωρίς κλειδαριά^Φτάνει στον καταυλισμό σας παγωμένη και ζητάει συγγνώμη για την ενόχληση.^Επίτηδες επίπεδη και χωρίς προφορά· η προφορά ξεφεύγει μόνο σε γνήσια έκπληξη.
SL-01396^Volen Karrow^Γυναίκα^Half-Orc^Sorcerer^Clockwork Sorcery^11^7^Τεχνικός κόμβων^Lifeweavers^Frozen Edge^White Camp (SET-051)^Ουδέτερη^15^97^Ray of Frost^+9^3d8 cold^Chromatic Orb; Magic Missile; Misty Step; Shatter^-^φιαλίδιο νερού καταιγίδας που δεν έχει κατακαθίσει; σχοινί παγωμένο σε μόνιμο κουλούρι; γραμμάτιο από faction που αρνείται ότι το εξέδωσε^Σκάβει καταφύγιο μέσα σε χιονοστιβάδα με εξασκημένη ταχύτητα.^Καθαρίζει τον λαιμό της πριν από κάθε άρνηση, που κάνει τις αρνήσεις ορατές από μακριά.
SL-01413^Imogen Havelock^Γυναίκα^Human^Barbarian^Path of the Berserker^4^1^Οδηγός κάρου^Lifeweavers^Frozen Edge^White Camp (SET-051)^Ουδέτερη^16^44^Maul^+5^2d6+3 θλαστικό^-^-^greataxe ορυχείου με λάμα φαγωμένη από μετάλλευμα; θερμόμετρο που δείχνει λάθος κατά γνωστή απόκλιση; μια τούφα μαλλιά σε διπλωμένο χαρτί^Μετράει απόθεμα serum που είναι λειψό και δεν λέει τίποτα.^Τελειώνει τις προτάσεις των άλλων και έχει δίκιο αρκετά συχνά ώστε να εκνευρίζει.
SL-01420^Ferris Deepwell^Άνδρας^Human^Monk^Warrior of the Open Hand^3^1/2^Βοηθός αρχειοφύλακα^Lifeweavers^Frozen Edge^First Hut (SET-059)^Φιλικός^15^25^Quarterstaff^+5^1d8+3 θλαστικό^-^-^επίδεσμοι σημαδεμένοι με στάχτη; βιβλίο καταγραφής παχών πάγου; shard με μήνυμα που δεν έχει παίξει ποτέ^Σκάβει καταφύγιο μέσα σε χιονοστιβάδα με εξασκημένη ταχύτητα.^Έχει μάθει να χαμηλώνει τη φωνή του όταν λέει κάτι αληθινό.
SL-01422^Denn Bramblecote^Άνδρας^Half-Elf^Fighter^Champion^10^5^Ληστής^Lifeweavers^Frozen Edge^Break Shelter (SET-054)^Εχθρικός^18^109^Longsword^+9^1d8+5 τέμνον^-^-^κόρνα ρήγματος shield; βιβλίο καταγραφής παχών πάγου; σφραγισμένο έγγραφο που ανοίγει μόνο στη Starfall 15^Βγαίνει στον πάγο με σκοινί που δεν το κρατάει κανείς από την άλλη άκρη.^Μιλάει όσο δουλεύει και κόβεται στη μέση όταν συγκεντρώνεται· δεν τελειώνει ποτέ αυτές τις προτάσεις.
SL-01429^Zorra Goldhollow^Γυναίκα^Goliath^Bard^College of Lore^7^4^Κυνηγός επικηρυγμένων^Lifeweavers^Frozen Edge^White Line (SET-058)^Φιλική^14^60^Hand crossbow^+7^1d6+4 διατρητικό^Bane; Enhance Ability; Suggestion; Hold Person^-^βιβλίο με ονόματα που κανείς δεν θα τραγουδήσει; 4 δόσεις anti-nanite serum; παιδικό γράμμα με παραλήπτη κάποιον του party^Καίει έναν χάρτη για ζέστη και τον θυμάται τέλεια μετά.^Κοφτές καταφάσεις· χρόνια φωνάζοντας πάνω από τον άνεμο άφησαν τη φωνή της μόνιμα βραχνή.
SL-01431^Sylve Flint^Γυναίκα^Elf^Druid^-^1^1/8^Βοηθός ταβέρνας^Lifeweavers^Frozen Edge^White Shelter (SET-050)^Φιλική^14^10^Scimitar^+5^1d6+3 τέμνον^Healing Word; Faerie Fire; Thunderwave; Entangle^-^βάζο με χώμα από τόπο που δεν υπάρχει πια; βιβλίο καταγραφής παχών πάγου; δαχτυλίδι πολύ μικρό για οποιονδήποτε γνωρίζει^Ξεπαγώνει μια κλειδαριά με τα ίδια της τα χέρια αντί να τη σπάσει.^Μεγάλες παύσεις πριν απαντήσει, σαν να επαληθεύει κάτι.
SL-01455^Boddynock Ashcombe^Άνδρας^Gnome^Sorcerer^-^2^1/4^Σταβλίτης^Independent^Frozen Edge^White Shelter (SET-050)^Ουδέτερος^11^18^Ray of Frost^+5^1d8 cold^Shield; Magic Missile; Burning Hands; Absorb Elements^-^δαχτυλίδι που ζεσταίνεται όταν λέει ψέματα; παλτό που δεν παγώνει ποτέ; βιβλιάριο μερίδων με εγγραφές σε δύο χέρια^Δίνει τα τελευταία του στεγνά γάντια σε έναν άγνωστο.^Βραχνιάζει μέσα σε μια ώρα κουβέντας και μοιράζει τις προτάσεις του ανάλογα.
SL-01460^Peren Brine^Άνδρας^Elf^Cleric^Life Domain^5^3^Μάγειρας μονοπατιού^Lifeweavers^Frozen Edge^Last Anchorage (SET-056)^Ουδέτερος^19^46^Mace^+7^1d6+4 θλαστικό^Spiritual Weapon; Hold Person; Guiding Bolt; Silence^-^ραγισμένο field-bowl (σύμβολο Mender's Bowl); δείγμα πάγου σε σφραγισμένο σωλήνα; γραπτή ομολογία υπογεγραμμένη από κάποιον που ζει ακόμα^Βγαίνει στον πάγο με σκοινί που δεν το κρατάει κανείς από την άλλη άκρη.^Ζητάει συγγνώμη πριν από κάθε πρόταση, ακόμα και πριν από τα καλά νέα.
