ID^Name^Gender^Ancestry^Class^Subclass^Level^CR^Role^Faction^Region^Settlement^Disposition^AC^HP^Main_Attack^Attack_Bonus^Damage^Key_Spells^Constellation^Notable_Items^First_Met^Speech_Quirks
SL-00010^Junia Drayton^Γυναίκα^Human^Artificer^Artillerist^3^1/2^Νυχτερινή σκοπιά^The Otherside^The Otherside^Bound House (SET-082)^Φιλική^16^29^Steel Defender + warhammer^+5^1d8+3 τέμνον^Absorb Elements; Faerie Fire; Cure Wounds; Catapult^-^ανταλλακτική κάννη Eldritch Cannon; χρέος γραμμένο με ξένο χέρι; Guardian dog-tag που δεν είναι δικό της^Μετράει πληρωμή σε νόμισμα που δεν κόβεται εδώ και δεκαετίες.^Δίνει οδηγίες με ορόσημα που δεν υπάρχουν πια.
SL-01288^Edric Grimsby^Άνδρας^Human^Artificer^Alchemist^3^1/2^Συντηρητής shield^Independent^The Otherside^Bound House (SET-082)^Ουδέτερος^16^29^Steel Defender + warhammer^+5^1d8+3 τέμνον^Faerie Fire; Detect Magic; Cure Wounds; Catapult^-^πρωτότυπο Guardian Armor; ύφασμα ποτισμένο με κάτι που δεν στεγνώνει; πειθαρχική αναφορά, ανοιχτή ακόμα^Στην άκρη του φωτός της φωτιάς, περιμένει πρόσκληση και δεν τη ζητάει ποτέ.^Δεν μπορεί να πει αριθμό χωρίς να πει και τι αριθμεί.
SL-01296^Hob Orlow^Άνδρας^Halfling^Sorcerer^Draconic Sorcery^3^1/2^Περαματάρης^Drifters^The Otherside^Bound House (SET-082)^Εχθρικός^13^19^Chromatic Orb^+5^1d8 lightning^Absorb Elements; Burning Hands; Magic Missile; Chromatic Orb^-^δαχτυλίδι που ζεσταίνεται όταν λέει ψέματα; κερί που καίει χωρίς να κοντεύει; εικόνα σε shard, ενός τόπου που κανείς δεν αναγνωρίζει^Περιμένει σε σταυροδρόμι με τη λάμπα ήδη αναμμένη για εσάς.^Βρίζει συνεχώς και δεν ζητάει συγγνώμη για τίποτα.
SL-01305^Yenna Kirkwall^Γυναίκα^Gnome^Paladin^Oath of the Ancients^10^5^Ληστής^The Otherside^The Otherside^Sealed Hold (SET-075)^Ουδέτερη^20^119^Warhammer (Divine Smite)^+9^1d8+5 + 2d8 radiant^Divine Favor; Magic Weapon; Bless; Aura of Vitality^-^γάντι που ανήκε σε κάποιον άλλο; πρόσκληση χωρίς ημερομηνία; μια υπόσχεση, γραμμένη, με δύο μάρτυρες^Ζητάει συγγνώμη, ειλικρινά, πριν κάνει κάτι ασυγχώρητο.^Επαναλαμβάνει χαρούμενα κουτσομπολιά ως γεγονότα και διορθώνεται αργότερα, δημόσια.
SL-01308^Gorka Charnwood^Γυναίκα^Orc^Wizard^School of Evocation^4^1^Υπάλληλος πύλης^The Otherside^The Otherside^Third Reach (SET-080)^Εχθρική^11^31^Ray of Frost^+5^1d8 cold^Detect Magic; Shield; Grease; Magic Missile^-^focus από λιωμένο γυαλί της Otherside; χρέος γραμμένο με ξένο χέρι; χάρτης με ένα σημείο κυκλωμένο και χωρίς ετικέτα^Ξεχωρίζει στάχτη σε τρεις σωρούς και αρνείται να πει για τι είναι ο τρίτος.^Απαντάει επαναλαμβάνοντας την ερώτηση, για να κερδίσει χρόνο.
SL-01319^Brynja Oxley^Γυναίκα^Dwarf^Bard^College of Glamour^3^1/2^Αγγελιοφόρος μηνυμάτων^The Otherside^The Otherside^Last Reach (SET-084)^Φιλική^15^26^Rapier^+5^1d8+3 διατρητικό^Healing Word; Faerie Fire; Charm Person; Bane^-^βιβλίο με ονόματα που κανείς δεν θα τραγουδήσει; κερί που καίει χωρίς να κοντεύει; shard με μήνυμα που δεν έχει παίξει ποτέ^Ξεχωρίζει στάχτη σε τρεις σωρούς και αρνείται να πει για τι είναι ο τρίτος.^Μιλάει στο έδαφος αντί για τα πρόσωπα, και σηκώνει βλέμμα μόνο όταν απειληθεί.
SL-01322^Bal Ivorel^Άνδρας^Goliath^Paladin^Oath of Glory^7^3^Επιθεωρητής wards^The Otherside^The Otherside^Last Reach (SET-084)^Ουδέτερος^18^77^Warhammer (Divine Smite)^+7^1d8+4 + 2d8 radiant^Bless; Shield of Faith; Zone of Truth; Misty Step^-^greatsword που δεν του δόθηκε ποτέ όνομα; ύφασμα ποτισμένο με κάτι που δεν στεγνώνει; σελίδα σκισμένη από πολύ παλιότερο βιβλίο^Ρωτάει για κάποιον του party σας με ένα παλιό όνομα.^Χρησιμοποιεί ιατρικούς όρους για τα πάντα, ακόμα και για συναισθηματικές καταστάσεις.
SL-01323^Torbera Underhill^Γυναίκα^Dwarf^Artificer^Armorer^5^2^Τοπογράφος routes^The Otherside^The Otherside^Third Reach (SET-080)^Ουδέτερη^18^49^Thunder Gauntlets^+7^1d8+4 θλαστικό^Heat Metal; Absorb Elements; Shield; Enhance Ability^-^σχεδιάγραμμα σχολιασμένο από τρία διαφορετικά χέρια; χρέος γραμμένο με ξένο χέρι; τίτλος ιδιοκτησίας για κτίριο που έχει κατεδαφιστεί^Εισπράττει ένα χρέος από κάποιον που δεν ήξερε ότι το χρωστούσε.^Αργη και μετρημένη· δεν υψώνει ποτέ τη φωνή της και δεν επαναλαμβάνει.
SL-01328^Brynja Mourn^Γυναίκα^Dwarf^Barbarian^Path of the Berserker^5^2^Μάρτυρας συμβολαίων^The Otherside^The Otherside^Sealed Hold (SET-075)^Εχθρική^16^59^Greataxe^+7^1d12+4 τέμνον^-^-^τσεκούρι με χαραγμένο όνομα στο στειλιάρι, όχι το δικό της; στάχτη σε φιαλίδιο με πώμα; απόδειξη θανάτου που δεν έχει συμβεί ακόμα^Κρατάει κατάστιχο χαρών με γραφικό χαρακτήρα που δεν είναι δικός της.^Μιλάει τέλεια την τοπική γλώσσα αλλά σκέφτεται σε άλλη, και φαίνεται στη σειρά των λέξεων.
SL-01332^Thokk Ashby^Άνδρας^Goliath^Warlock^The Great Old One^3^1/2^Βοηθός ταβέρνας^The Otherside^The Otherside^Bound House (SET-082)^Ουδέτερος^14^31^Eldritch Blast^+5^1 δέσμες, 1d10+3 force η καθεμία^Arms of Hadar; Charm Person; Hex; Armor of Agathys^-^περγαμηνή συμβολαίου με άθικτη σφραγίδα Lord; στάχτη σε φιαλίδιο με πώμα; μια τούφα μαλλιά σε διπλωμένο χαρτί^Σας παρουσιάζει συμβόλαιο που δεν έχετε συμφωνήσει, διπλωμένο στη γραμμή της υπογραφής.^Χρησιμοποιεί τον τύπο ευγενείας με όλους, ακόμα και με παιδιά και ζώα.
SL-01337^Halda Stell^Γυναίκα^Dwarf^Wizard^School of Abjuration^10^6^Τοπογράφος πεδίου^The Otherside^The Otherside^Sealed Hold (SET-075)^Εχθρική^14^74^Ray of Frost^+9^2d8 cold^Hypnotic Pattern; Scorching Ray; Fireball; Magic Missile^-^μηχανισμός με τα τρία φεγγάρια; ύφασμα ποτισμένο με κάτι που δεν στεγνώνει; εικόνα σε shard, ενός τόπου που κανείς δεν αναγνωρίζει^Ρωτάει για κάποιον του party σας με ένα παλιό όνομα.^Ξεκινάει κάθε ιστορία από τη μέση.
SL-01350^Havilar Jorvik^Γυναίκα^Dragonborn^Rogue^Thief^8^4^Τεχνικός shield^Independent^The Otherside^Sealed Hold (SET-075)^Φιλική^16^64^Dagger (Sneak Attack)^+7^1d4+4 + 4d6 διατρητικό^-^-^μάσκα πιο πολύ μπαλωμένη παρά φορεμένη; τρία σφραγισμένα συμβόλαια, ανοιχτά ποτέ; debt-token από τους Lifeweavers^Προσφέρει φαγητό εντελώς συνηθισμένο και σας κοιτάει να αποφασίζετε.^Εκκωφαντική ένταση χωρίς ρύθμιση για εσωτερικό χώρο· αποκαλεί τους πάντες με τη δουλειά τους.
SL-01363^Toma Oxley^Άνδρας^Human^Monk^-^1^1/8^Συντηρητής shield^The Otherside^The Otherside^Last Reach (SET-084)^Ουδέτερος^13^9^Shortsword^+5^1d6+3 διατρητικό^-^-^μπολ που έχει χρησιμοποιηθεί ως όπλο; στάχτη σε φιαλίδιο με πώμα; λίστα με έξι ονόματα, τα τέσσερα διαγραμμένα^Ξεχωρίζει στάχτη σε τρεις σωρούς και αρνείται να πει για τι είναι ο τρίτος.^Χρησιμοποιεί τη γλώσσα των συμβολαίων στην καθημερινή κουβέντα — όροι, αντάλλαγμα, παράβαση.
SL-01388^Corvin Halloway^Άνδρας^Half-Elf^Bard^College of Lore^14^9^Κύριος της περιμέτρου^Drifters^The Otherside^Bound House (SET-082)^Ουδέτερος^17^122^Rapier^+10^1d8+5 διατρητικό^Otto's Irresistible Dance; Mass Cure Wounds; Foresight; Greater Restoration^-^δέρμα τυμπάνου από θηρίο που έχει πια εξαφανιστεί; ύφασμα ποτισμένο με κάτι που δεν στεγνώνει; σύμβολο ενός Circle που δεν συνεδριάζει πια^Τρίβει στάχτη από ένα κούφωμα με πραγματική βιασύνη.^Απαντάει επαναλαμβάνοντας την ερώτηση, για να κερδίσει χρόνο.
SL-01402^Nuriel Kestrelmoor^Άνδρας^Aasimar^Warlock^The Fiend^4^1^Οδηγός κάρου^The Otherside^The Otherside^Third Reach (SET-080)^Ουδέτερος^14^40^Eldritch Blast^+5^1 δέσμες, 1d10+3 force η καθεμία^Dissonant Whispers; Hex; Charm Person; Armor of Agathys^-^φανάρι από καπνισμένο γυαλί; κατάλογος χαρών που του οφείλονται; μια υπόσχεση, γραμμένη, με δύο μάρτυρες^Καίει ένα συμβόλαιο και φαίνεται ευχαριστημένος.^Έχει μία ιστορία που τη λέει με κάθε ευκαιρία, και είναι διαφορετική ιστορία κάθε φορά.
SL-01411^Etch Dunwich^Γυναίκα^Awakened Construct^Bard^-^2^1/4^Λυχνοκόπος^The Otherside^The Otherside^Bound House (SET-082)^Ουδέτερη^15^18^Hand crossbow^+5^1d6+3 διατρητικό^Faerie Fire; Bane; Healing Word; Dissonant Whispers^-^βιβλίο με τραγούδια άλλων, χωρίς αναφορά; κερί που καίει χωρίς να κοντεύει; ανοιχτό ποτέ γράμμα με παραλήπτη το party^Καίει ένα συμβόλαιο και φαίνεται ευχαριστημένη.^Μιλάει για το μέλλον μόνο σε υποθετικό, ποτέ σε οριστική.
SL-01412^Doran Merrick^Άνδρας^Human^Fighter^Eldritch Knight^8^4^Γιατρός πεδίου^The Otherside^The Otherside^Bound House (SET-082)^Φιλικός^19^95^Halberd^+7^1d10+4 τέμνον^-^-^βαρίδια ρίψης; κερί που καίει χωρίς να κοντεύει; απόδειξη θανάτου που δεν έχει συμβεί ακόμα^Στην άκρη του φωτός της φωτιάς, περιμένει πρόσκληση και δεν τη ζητάει ποτέ.^Μετράει τις λέξεις του και ξοδεύει καμιά τριανταριά τη μέρα· για τα υπόλοιπα νεύει και χειρονομεί.
SL-01415^Hadarai Eastmere^Άνδρας^Elf^Paladin^Oath of the Ancients^15^9^Πρεσβύτερος του Circle^The Otherside^The Otherside^Bound House (SET-082)^Ουδέτερος^20^189^Longsword (Divine Smite)^+10^1d8+5 + 2d8 radiant^Circle of Power; Find Greater Steed; Destructive Wave; Misty Step^-^greatsword που δεν του δόθηκε ποτέ όνομα; τρία σφραγισμένα συμβόλαια, ανοιχτά ποτέ; γραμμάτιο από faction που αρνείται ότι το εξέδωσε^Στέκεται εντελώς ακίνητος καθώς κάτι μεγάλο περνάει πίσω του.^Καθαρίζει τον λαιμό του πριν από κάθε άρνηση, που κάνει τις αρνήσεις ορατές από μακριά.
SL-01437^Thotham Ashgrave^Άνδρας^Goliath^Bard^College of Glamour^8^5^Αναγνώστης άστρων^The Otherside^The Otherside^Sealed Hold (SET-075)^Εχθρικός^16^64^Shortsword^+7^1d6+4 διατρητικό^Charm Person; Faerie Fire; Suggestion; Bane^-^δέρμα τυμπάνου από θηρίο που έχει πια εξαφανιστεί; πρόσκληση χωρίς ημερομηνία; χάρτης με ένα σημείο κυκλωμένο και χωρίς ετικέτα^Μετράει πληρωμή σε νόμισμα που δεν κόβεται εδώ και δεκαετίες.^Συγχρονίζει τις προτάσεις του με την αναπνοή και ξεμένει από αέρα στη μέση της σκέψης.
SL-01438^Muriel Lindmark^Γυναίκα^Aasimar^Sorcerer^Wild Magic Sorcery^14^9^Διοικητής τείχους^The Otherside^The Otherside^Bound House (SET-082)^Φιλική^13^129^Ray of Frost^+10^3d8 cold^Counterspell; Wall of Force; Scorching Ray; Meteor Swarm^-^ουλή που σχηματίζει αστερισμό; καθρέφτης που δείχνει το δωμάτιο ένα δευτερόλεπτο αργότερα; σφραγισμένο φιαλίδιο με μόνο μια ημερομηνία^Ζητάει συγγνώμη, ειλικρινά, πριν κάνει κάτι ασυγχώρητο.^Σωπαίνει τελείως όταν λέει ψέματα, που είναι κακή τακτική.
SL-01444^Ulvi Voss^Γυναίκα^Orc^Monk^Warrior of Mercy^7^3^Μεταφορέας serum^The Otherside^The Otherside^Sealed Hold (SET-075)^Ουδέτερη^16^64^Shortsword^+7^1d6+4 διατρητικό^-^-^ζώνη-σκοινί δεμένη σε 41 κόμπους; πρόσκληση χωρίς ημερομηνία; γραμμάτιο από faction που αρνείται ότι το εξέδωσε^Αρνείται μια μάχη που σαφώς θα κέρδιζε, με ορατή λύπη.^Ξεκινάει κάθε ιστορία από τη μέση.
SL-01466^Shautha Ashgrove^Γυναίκα^Half-Orc^Barbarian^-^2^1/4^Αγγελιοφόρος μηνυμάτων^Independent^The Otherside^Sealed Hold (SET-075)^Εχθρική^14^22^Greatsword^+5^2d6+3 τέμνον^-^-^δίχειρο maul με ξαναδεμένη λαβή; στάχτη σε φιαλίδιο με πώμα; κατάστιχο με κωδικοποιημένα όλα τα χρέη της κάτω πόλης^Αρνείται να πει πού γεννήθηκε και απαντάει σε όλα τα άλλα ειλικρινά.^Παλιό τραύμα στο σαγόνι μπερδεύει τα σύμφωνά της· μιλάει αργά για να το αντισταθμίσει και μισεί να επαναλαμβάνει.
SL-01485^Varg Orrick^Άνδρας^Half-Orc^Fighter^Psi Warrior^7^3^Επιστάτης ορυχείου^The Otherside^The Otherside^Bound House (SET-082)^Φιλικός^20^84^Longsword^+7^1d8+4 τέμνον^-^-^θώρακας επισκευασμένος στο πεδίο; πρόσκληση χωρίς ημερομηνία; βιβλιάριο μερίδων με εγγραφές σε δύο χέρια^Περπατάει ένα όριο και το σημαδεύει, ξανά και ξανά, άσχημα.^Μεγάλες παύσεις πριν απαντήσει, σαν να επαληθεύει κάτι.
SL-01541^Galen Coldmouth^Άνδρας^Half-Elf^Barbarian^Path of the World Tree^7^3^Φρουρός καραβανιού^The Otherside^The Otherside^Third Reach (SET-080)^Εχθρικός^16^79^Handaxe pair^+7^1d6+4 τέμνον^-^-^greataxe ορυχείου με λάμα φαγωμένη από μετάλλευμα; χρέος γραμμένο με ξένο χέρι; παιδικό γράμμα με παραλήπτη κάποιον του party^Αρνείται να πει πού γεννήθηκε και απαντάει σε όλα τα άλλα ειλικρινά.^Έχει τη συνήθεια να επαναλαμβάνει το όνομά σου μέσα στην κουβέντα, χωρίς λόγο.
SL-01551^Mazha Halberd^Γυναίκα^Half-Orc^Ranger^Hunter^10^5^Φρουρός καραβανιού^The Otherside^The Otherside^Owed Court (SET-078)^Ουδέτερη^17^95^Shortsword pair^+9^1d6+5 διατρητικό^Conjure Barrage; Ensnaring Strike; Lesser Restoration; Hunter's Mark^-^πυξίδα Drifter's Road; καθρέφτης που δείχνει το δωμάτιο ένα δευτερόλεπτο αργότερα; παιδικό γράμμα με παραλήπτη κάποιον του party^Μετράει πληρωμή σε νόμισμα που δεν κόβεται εδώ και δεκαετίες.^Ψιθυρίζει εξ ορισμού· η ένταση ανεβαίνει μόνο όταν φοβάται.
SL-01564^Ashe Harkaway^Γυναίκα^Tiefling^Paladin^Oath of the Ancients^9^5^Τεχνικός κόμβων^The Otherside^The Otherside^Sealed Hold (SET-075)^Εχθρική^20^98^Greatsword (Divine Smite)^+9^2d6+5 + 2d8 radiant^Shield of Faith; Compelled Duel; Divine Favor; Crusader's Mantle^-^ασπίδα με μισοσβησμένο οικόσημο; στάχτη σε φιαλίδιο με πώμα; κλειδί τυλιγμένο σε ύφασμα, ποτέ χρησιμοποιημένο^Καίει ένα συμβόλαιο και φαίνεται ευχαριστημένη.^Μιλάει σε πληθυντικό για τη δουλειά της, αν και δουλεύει μόνη.
SL-01585^Corrin Voss^Άνδρας^Human^Cleric^Life Domain^8^5^Φύλακας του περάσματος^Independent^The Otherside^Sealed Hold (SET-075)^Ουδέτερος^17^73^Ritual sickle^+7^1d6+4 τέμνον^Shield of Faith; Silence; Lesser Restoration; Hold Person^-^κομποσκοίνι με τέσσερις χάντρες να λείπουν; ύφασμα ποτισμένο με κάτι που δεν στεγνώνει; κονσέρβα με μια εξομολόγηση χαραγμένη μέσα^Περιμένει σε σταυροδρόμι με τη λάμπα ήδη αναμμένη για εσάς.^Ευλογεί τον κόσμο αντανακλαστικά, ακόμα και αγνώστους και εχθρούς.
SL-01596^Thrain Vardenfell^Άνδρας^Dwarf^Barbarian^Path of the Wild Heart^6^3^Αναγνώστης καταιγίδων^The Otherside^The Otherside^Third Reach (SET-080)^Ουδέτερος^17^62^Maul^+7^2d6+4 θλαστικό^-^-^τσεκούρι με χαραγμένο όνομα στο στειλιάρι, όχι το δικό του; στάχτη σε φιαλίδιο με πώμα; κονσέρβα με μια εξομολόγηση χαραγμένη μέσα^Μετράει πληρωμή σε νόμισμα που δεν κόβεται εδώ και δεκαετίες.^Βουβος από παιδί· χειρονομεί με άνεση και περιμένει να προλαβαίνετε.
SL-01598^Rook Bellwether^Άνδρας^Human^Sorcerer^Draconic Sorcery^10^6^Κούριερ συμβολαίων^Drifters^The Otherside^Third Reach (SET-080)^Φιλικός^12^79^Fire Bolt^+9^210 fire^Mirror Image; Magic Missile; Absorb Elements; Burning Hands^-^φιαλίδιο νερού καταιγίδας που δεν έχει κατακαθίσει; καθρέφτης που δείχνει το δωμάτιο ένα δευτερόλεπτο αργότερα; οδηγίες για μια τελετή, σε μετάφραση, με το τελευταίο βήμα να λείπει^Περπατάει ένα όριο και το σημαδεύει, ξανά και ξανά, άσχημα.^Αβίαστος και υπερβολικά ευγενικος· διατυπώνει κάθε απειλή ως ερώτηση.
SL-01610^Emberwork Sable^Άνδρας^Awakened Construct^Fighter^Champion^3^1/2^Επισκευαστής φραχτών^Independent^The Otherside^Third Reach (SET-080)^Φιλικός^17^31^Greatsword^+5^2d6+3 τέμνον^-^-^θώρακας επισκευασμένος στο πεδίο; κερί που καίει χωρίς να κοντεύει; τίτλος ιδιοκτησίας για κτίριο που έχει κατεδαφιστεί^Τρίβει στάχτη από ένα κούφωμα με πραγματική βιασύνη.^Εκκωφαντική ένταση χωρίς ρύθμιση για εσωτερικό χώρο· αποκαλεί τους πάντες με τη δουλειά τους.
SL-01613^Sylve Halloway^Γυναίκα^Elf^Bard^College of Lore^10^6^Λαθρέμπορος^Drifters^The Otherside^Last Reach (SET-084)^Φιλική^16^78^Hand crossbow^+9^1d6+5 διατρητικό^Shatter; Suggestion; Charm Person; Healing Word^-^λαούτο με ασημένιες χορδές; καθρέφτης που δείχνει το δωμάτιο ένα δευτερόλεπτο αργότερα; απόδειξη θανάτου που δεν έχει συμβεί ακόμα^Τρίβει στάχτη από ένα κούφωμα με πραγματική βιασύνη.^Σωπαίνει τελείως όταν λέει ψέματα, που είναι κακή τακτική.
SL-01627^Bram Quarrick^Άνδρας^Human^Barbarian^Path of the Wild Heart^9^5^Τεχνικός shield^The Otherside^The Otherside^Bound House (SET-082)^Ουδέτερος^15^106^Maul^+9^2d6+5 θλαστικό^-^-^επίδεσμοι γροθιάς σκληρυμένοι από παλιό αίμα; χρέος γραμμένο με ξένο χέρι; shard με μήνυμα που δεν έχει παίξει ποτέ^Ζητάει συγγνώμη, ειλικρινά, πριν κάνει κάτι ασυγχώρητο.^Ψεύδισμα που έχει πάψει να κρύβει και δεν δέχεται πειράγματα γι' αυτό.
SL-01628^Kestrel Ashlow^Γυναίκα^Human^Cleric^-^1^1/8^Μαθητευόμενος εισπράκτορα^The Otherside^The Otherside^Grey House (SET-076)^Εχθρική^16^11^Sacred Flame^+5^1d8+3 τέμνον^Healing Word; Guiding Bolt; Bless; Cure Wounds^-^φορητό βωμό που διπλώνει σε σακίδιο; κερί που καίει χωρίς να κοντεύει; απλήρωτος λογαριασμός από τρεις πόλεις^Ξεχωρίζει στάχτη σε τρεις σωρούς και αρνείται να πει για τι είναι ο τρίτος.^Καθαρίζει τον λαιμό της πριν από κάθε άρνηση, που κάνει τις αρνήσεις ορατές από μακριά.
SL-01632^Ekemon Stoneglass^Άνδρας^Tiefling^Cleric^Light Domain^6^4^Μηχανικός τείχους^The Otherside^The Otherside^Bound House (SET-082)^Φιλικός^17^61^Ritual sickle^+7^1d6+4 τέμνον^Healing Word; Cure Wounds; Silence; Lesser Restoration^-^τελετουργικό δρεπάνι; τρία σφραγισμένα συμβόλαια, ανοιχτά ποτέ; κατάστιχο με κωδικοποιημένα όλα τα χρέη της κάτω πόλης^Προσφέρει φαγητό εντελώς συνηθισμένο και σας κοιτάει να αποφασίζετε.^Χρησιμοποιεί τις ίδιες τρεις βρισιές εναλλάξ και καμία άλλη.
SL-01641^Kaelen Ostergaard^Άνδρας^Half-Elf^Monk^Warrior of the Elements^15^9^Πιλότος καταιγίδων^The Otherside^The Otherside^Third Reach (SET-080)^Ουδέτερος^15^148^Unarmed Strike (Flurry)^+10^4 επιθέσεις, 1d8+5 θλαστικό^-^-^ζώνη-σκοινί δεμένη σε 41 κόμπους; κατάλογος χαρών που του οφείλονται; μια υπόσχεση, γραμμένη, με δύο μάρτυρες^Ξεχωρίζει στάχτη σε τρεις σωρούς και αρνείται να πει για τι είναι ο τρίτος.^Βραχνάδα από παλιό τραύμα στον λαιμό· κρατάει πάντα νερό κοντά.
SL-01650^Thokk Vellacott^Άνδρας^Goliath^Fighter^-^1^1/8^Μάγειρας καταυλισμού^Independent^The Otherside^Third Reach (SET-080)^Ουδέτερος^17^11^Longbow^+5^1d8+3 διατρητικό^-^-^δόρυ με αλλαγμένη αιχμή, δύο φορές; πρόσκληση χωρίς ημερομηνία; νόμισμα στραβωμένο από βολή που δεν αυτόν πέτυχε^Αρνείται μια μάχη που σαφώς θα κέρδιζε, με ορατή λύπη.^Μιλάει όσο δουλεύει και κόβεται στη μέση όταν συγκεντρώνεται· δεν τελειώνει ποτέ αυτές τις προτάσεις.
SL-01652^Naivara Havelock^Γυναίκα^Elf^Fighter^-^1^1/8^Νυχτερινή σκοπιά^Independent^The Otherside^Bound House (SET-082)^Ουδέτερη^17^9^Longbow^+5^1d8+3 διατρητικό^-^-^Guardian lance; χρέος γραμμένο με ξένο χέρι; διαταγές που επέλεξε να μην ακολουθήσει^Τρίβει στάχτη από ένα κούφωμα με πραγματική βιασύνη.^Μιλάει γρήγορα όταν λέει ψέματα και αργά όταν λέει αλήθεια, και το ξέρει.
SL-01655^Ynna Palgrave^Γυναίκα^Orc^Druid^Circle of the Land^13^9^Φύλακας του αρχείου^The Otherside^The Otherside^Bound House (SET-082)^Εχθρική^17^124^Quarterstaff^+10^1d8+5 θλαστικό^Pass Without Trace; Plant Growth; Spike Growth; Barkskin^-^ραβδί που έχει ριζώσει δύο φορές; χρέος γραμμένο με ξένο χέρι; βιβλιάριο μερίδων με εγγραφές σε δύο χέρια^Ζητάει συγγνώμη από ένα δωμάτιο που είναι άδειο.^Φωνή κατεστραμμένη από έκθεση σε nanites· κουβαλάει πλακέτα για τις μεγάλες εξηγήσεις.
SL-01667^Nyx Windrell^Γυναίκα^Tiefling^Rogue^Assassin^8^4^Περιπολητής περιμέτρου^The Otherside^The Otherside^Sealed Hold (SET-075)^Ουδέτερη^16^69^Dagger (Sneak Attack)^+7^1d4+4 + 4d6 διατρητικό^-^-^μάσκα πιο πολύ μπαλωμένη παρά φορεμένη; χρέος γραμμένο με ξένο χέρι; σπασμένη λεπίδα φυλαγμένη για την επιγραφή της^Διαβάζει το όνομά σας από μια σελίδα που έχει και ημερομηνία.^Σφυρίζει ελαφρά στα σίγμα από ένα δόντι που δεν αντικατέστησε ποτέ.
SL-01696^Fonkin Kildare^Άνδρας^Gnome^Rogue^Assassin^11^6^Μελετητής ουρανού^The Otherside^The Otherside^Bound House (SET-082)^Ουδέτερος^16^100^Hand crossbow (Sneak Attack)^+9^1d6+5 + 6d6 διατρητικό^-^-^φιαλίδιο δηλητηρίου επαφής από nanites; στάχτη σε φιαλίδιο με πώμα; όνομα γραμμένο σε χέρι και ξαναγραμμένο κάθε μέρα^Μετράει πληρωμή σε νόμισμα που δεν κόβεται εδώ και δεκαετίες.^Δεν χρησιμοποιεί ποτέ ονόματα, μόνο «εσύ» και «αυτοί», ακόμα και για τους απόντες.
SL-01697^Ovak Ryke^Γυναίκα^Half-Orc^Barbarian^-^2^1/4^Φύλακας κελαριού^The Otherside^The Otherside^Bound House (SET-082)^Φιλική^15^22^Greataxe^+5^1d12+3 τέμνον^-^-^τσεκούρι με χαραγμένο όνομα στο στειλιάρι, όχι το δικό της; κερί που καίει χωρίς να κοντεύει; σύμβολο ενός Circle που δεν συνεδριάζει πια^Αρνείται μια μάχη που σαφώς θα κέρδιζε, με ορατή λύπη.^Συγχρονίζει τις προτάσεις της με την αναπνοή και ξεμένει από αέρα στη μέση της σκέψης.
SL-01705^Bront Harkaway^Άνδρας^Half-Orc^Paladin^Oath of Vengeance^5^2^Μεταφορέας μεταλλεύματος^The Otherside^The Otherside^Third Reach (SET-080)^Φιλικός^18^55^Greatsword (Divine Smite)^+7^2d6+4 + 2d8 radiant^Zone of Truth; Divine Favor; Aid; Shield of Faith^-^γάντι που ανήκε σε κάποιον άλλο; καθρέφτης που δείχνει το δωμάτιο ένα δευτερόλεπτο αργότερα; γραπτή ομολογία υπογεγραμμένη από κάποιον που ζει ακόμα^Μετράει πληρωμή σε νόμισμα που δεν κόβεται εδώ και δεκαετίες.^Δίνει οδηγίες με ορόσημα που δεν υπάρχουν πια.
SL-01709^Vondar Harrow^Άνδρας^Dwarf^Artificer^Artillerist^14^8^Αναγνώστης των τριών φεγγαριών^Independent^The Otherside^Quiet Steading (SET-073)^Φιλικός^20^152^Thunder Gauntlets^+10^1d8+5 θλαστικό^Dispel Magic; Heat Metal; Fly; Fabricate^-^σχεδιάγραμμα σχολιασμένο από τρία διαφορετικά χέρια; τρία σφραγισμένα συμβόλαια, ανοιχτά ποτέ; Guardian dog-tag που δεν είναι δικό του^Ζητάει συγγνώμη από ένα δωμάτιο που είναι άδειο.^Χρησιμοποιεί αντανακλαστικά τη συνθηματική των εμπόρων και πρέπει να του ζητήσεις μετάφραση.
SL-01711^Hask Merrick^Άνδρας^Dwarf^Wizard^-^2^1/4^Συλλέκτης μεταλλεύματος^Independent^The Otherside^Bound House (SET-082)^Ουδέτερος^11^16^Arcane Ray^+5^1d8 force^Shield; Grease; Detect Magic; Magic Missile^-^γυάλινη ράβδος που βουίζει κοντά σε shields; κατάλογος χαρών που του οφείλονται; ένταλμα με τη δική του περιγραφή πάνω^Στην άκρη του φωτός της φωτιάς, περιμένει πρόσκληση και δεν τη ζητάει ποτέ.^Βρίζει συνεχώς και δεν ζητάει συγγνώμη για τίποτα.
SL-01719^Mila Marsh^Γυναίκα^Human^Bard^College of Valor^9^6^Μάγειρας μονοπατιού^Independent^The Otherside^Owed Court (SET-078)^Ουδέτερη^14^75^Vicious Mockery^+9^1d6+5 τέμνον^Shatter; Dispel Magic; Cutting Words; Invisibility^-^βιβλίο με ονόματα που κανείς δεν θα τραγουδήσει; κατάλογος χαρών που της οφείλονται; μισή σκισμένη χάρτα· το άλλο μισό λείπει^Εισπράττει ένα χρέος από κάποιον που δεν ήξερε ότι το χρωστούσε.^Λέει «σωστά» μετά από κάθε πρόταση, και δεν ακούει τον εαυτό της να το κάνει.
