ID^Name^Gender^Ancestry^Class^Subclass^Level^CR^Role^Faction^Region^Settlement^Disposition^AC^HP^Main_Attack^Attack_Bonus^Damage^Key_Spells^Constellation^Notable_Items^First_Met^Speech_Quirks
SL-00023^Hana Jessup^Γυναίκα^Human^Sorcerer^Draconic Sorcery^10^6^Επικαλητής καταιγίδας^Wilds Circles^Wyldermoore^Mourn Hollow (SET-043)^Ουδέτερη^12^74^Ray of Frost^+9^2d8 cold^Magic Missile; Twinned Haste; Misty Step; Fireball^-^ουλή που σχηματίζει αστερισμό; δεμάτι αποξηραμένα βότανα δεμένα με κόκκινη κλωστή; ένταλμα με τη δική της περιγραφή πάνω^Κουβαλάει ένα άδειο φέρετρο προς τη γραμμή των δέντρων, μόνη.^Αβίαστη και υπερβολικά ευγενικη· διατυπώνει κάθε απειλή ως ερώτηση.
SL-00844^Brakka Pike^Γυναίκα^Orc^Paladin^-^2^1/4^Θελήματα^Wilds Circles^Wyldermoore^Grave Green (SET-044)^Ουδέτερη^18^19^Longsword (Divine Smite)^+5^1d8+3 + 2d8 radiant^Shield of Faith; Divine Favor; Bless; Compelled Duel^-^όρκος ξαναγραμμένος με το ίδιο της το χέρι; δεμάτι αποξηραμένα βότανα δεμένα με κόκκινη κλωστή; τίτλος ιδιοκτησίας για κτίριο που έχει κατεδαφιστεί^Περιμένει να περάσει η βροχή σε ένα κατώφλι αντί να δεχτεί καταφύγιο.^Βουβη από παιδί· χειρονομεί με άνεση και περιμένει να προλαβαίνετε.
SL-00851^Edda Thistlewood^Γυναίκα^Human^Bard^College of Valor^4^1^Παραγιός μάγειρα^Wyldermoore Village^Wyldermoore^Bell Hollow (SET-041)^Εχθρική^14^25^Rapier^+5^1d8+3 διατρητικό^Dissonant Whispers; Bane; Healing Word; Faerie Fire^-^βιβλίο με ονόματα που κανείς δεν θα τραγουδήσει; δεμάτι αποξηραμένα βότανα δεμένα με κόκκινη κλωστή; απλήρωτος λογαριασμός από τρεις πόλεις^Μαθαίνει σε ένα παιδί ένα ποιηματάκι που είναι σαφώς προειδοποίηση.^Λέει «σωστά» μετά από κάθε πρόταση, και δεν ακούει τον εαυτό της να το κάνει.
SL-00855^Fenna Ashcombe^Γυναίκα^Human^Rogue^Assassin^5^2^Τοπογράφος routes^Wyldermoore Village^Wyldermoore^Willow Hollow (SET-038)^Εχθρική^15^41^Shortsword (Sneak Attack)^+7^1d6+4 + 3d6 διατρητικό^-^-^τράπουλα σημαδεμένη, και μάλιστα άσχημα; κερί φυλαγμένο για την Leafwilt 28; γραμμάτιο από faction που αρνείται ότι το εξέδωσε^Ρωτάει αν συναντήσατε κανέναν στον δρόμο, και χλομιάζει με την απάντηση.^Μεγάλες παύσεις πριν απαντήσει, σαν να επαληθεύει κάτι.
SL-00857^Fenna Marsh^Γυναίκα^Human^Cleric^Life Domain^9^6^Τοπογράφος shaft^Wilds Circles^Wyldermoore^Bell Hollow (SET-041)^Φιλική^18^87^Mace^+9^1d6+5 θλαστικό^Healing Word; Dispel Magic; Spiritual Weapon; Bless^-^θυμιατό που δεν άναψε ποτέ; δεμάτι αποξηραμένα βότανα δεμένα με κόκκινη κλωστή; παιδικό γράμμα με παραλήπτη κάποιον του party^Επισκευάζει έναν φράχτη από τη λάθος πλευρά του.^Συγχρονίζει τις προτάσεις της με την αναπνοή και ξεμένει από αέρα στη μέση της σκέψης.
SL-00866^Ishka Quillon^Γυναίκα^Orc^Fighter^Eldritch Knight^3^1/2^Φροντιστής σκύλων^Wilds Circles^Wyldermoore^Grave Green (SET-044)^Ουδέτερη^18^30^Halberd^+5^1d10+3 τέμνον^-^-^θώρακας επισκευασμένος στο πεδίο; λίστα σπιτιών που πρέπει να ελεγχθούν πριν σκοτεινιάσει; μισή σκισμένη χάρτα· το άλλο μισό λείπει^Περιμένει να περάσει η βροχή σε ένα κατώφλι αντί να δεχτεί καταφύγιο.^Δεν μπορεί να πει αριθμό χωρίς να πει και τι αριθμεί.
SL-00887^Petronel Tallow^Γυναίκα^Gnome^Rogue^Thief^4^1^Συντηρητής shield^Wilds Circles^Wyldermoore^Bell Hollow (SET-041)^Ουδέτερη^16^31^Shortsword (Sneak Attack)^+5^1d6+3 + 2d6 διατρητικό^-^-^φλασκί λαδιού λάμπας χωρίς λάμπα; ένα όνομα που δεν θα το πει φωναχτά; λίστα με έξι ονόματα, τα τέσσερα διαγραμμένα^Θάβει ένα νεκρό ζώο με περισσότερη τελετουργία απ' όση φαίνεται δικαιολογημένη.^Ζητάει συγγνώμη πριν από κάθε πρόταση, ακόμα και πριν από τα καλά νέα.
SL-00890^Bethel Palgrave^Γυναίκα^Aasimar^Wizard^School of Divination^6^4^Επόπτης nanite^Independent^Wyldermoore^Willow Hollow (SET-038)^Ουδέτερη^14^53^Ray of Frost^+7^2d8 cold^Scorching Ray; Magic Missile; Misty Step; Web^-^γυάλινη ράβδος που βουίζει κοντά σε shields; πέτρα παρμένη από τάφο και μη επιστραμμένη; κομμάτι συμβολαίου με τρεις υπογραφές και κανέναν όρο^Κουβαλάει ένα άδειο φέρετρο προς τη γραμμή των δέντρων, μόνη.^Μιλάει σε δεύτερο πρόσωπο για τις δικές της εμπειρίες — «μαθαίνεις, μετά από λίγο».
SL-00893^Chime Ambry^Γυναίκα^Awakened Construct^Bard^College of Dance^19^14^Περιπλανώμενος όρκου^Independent^Wyldermoore^Grave Green (SET-044)^Εχθρική^15^165^Shortsword^+11^1d6+5 διατρητικό^Mass Cure Wounds; Suggestion; Hold Person; Greater Restoration^-^δέρμα τυμπάνου από θηρίο που έχει πια εξαφανιστεί; κούκλα ραμμένη από τρία διαφορετικά υφάσματα; τίτλος ιδιοκτησίας για κτίριο που έχει κατεδαφιστεί^Σας ζητάει, πολύ ευγενικά, να φύγετε πριν σκοτεινιάσει, χωρίς να πει τι γίνεται μετά.^Σχεδόν μονότονη ομιλία· στηρίζεται εξ ολοκλήρου στην επιλογή λέξεων για να περάσει το νόημα.
SL-00894^Neriel Cindermark^Γυναίκα^Elf^Barbarian^Path of the Zealot^3^1/2^Οδηγός κάρου^Wilds Circles^Wyldermoore^Grave Green (SET-044)^Ουδέτερη^16^31^Maul^+5^2d6+3 θλαστικό^-^-^τσεκούρι με χαραγμένο όνομα στο στειλιάρι, όχι το δικό της; σκισμένη σελίδα από κατάστιχο τάφων; γραμμάτιο από faction που αρνείται ότι το εξέδωσε^Παρακολουθεί ένα σπίτι που δεν έχει κατοικηθεί εδώ και χρόνια.^Μιλάει ελάχιστα· όταν το κάνει, η φωνή είναι πιο νεανική απ' ό,τι περιμένατε και ενοχλείται που το προσέξατε.
SL-00898^Edric Longstride^Άνδρας^Human^Druid^Circle of Stars^9^6^Ανιχνευτής^Wilds Circles^Wyldermoore^Mourn Village (SET-048)^Ουδέτερος^15^87^Scimitar^+9^1d6+5 τέμνον^Conjure Animals; Dispel Magic; Wind Wall; Call Lightning^The Open Scar^χάρτης άστρων σε κατεργασμένο δέρμα; σκισμένη σελίδα από κατάστιχο τάφων; οδηγίες για μια τελετή, σε μετάφραση, με το τελευταίο βήμα να λείπει^Τραγουδάει για να κρατήσει κάτι μακριά, και σταματάει όταν πλησιάσετε.^Σταματάει για να διαλέξει ανάμεσα σε δύο λέξεις και πάντα παίρνει την πιο ωμή.
SL-00900^Neriel Grimsby^Γυναίκα^Elf^Wizard^School of Abjuration^7^4^Λοχίας τείχους^Wyldermoore Village^Wyldermoore^Willow Hollow (SET-038)^Ουδέτερη^12^54^Fire Bolt^+7^210 fire^Web; Detect Magic; Magic Missile; Sleep^-^θήκη με 5 scrolls; κερί φυλαγμένο για την Leafwilt 28; πορτρέτο κάποιου που το party θα συναντήσει αργότερα^Κρεμάει κάτι σε πάσσαλο φράχτη που το χωριό προσπερνάει χωρίς να το κοιτάξει.^Κλείνει κάθε πρόταση σαν να ζητάει άδεια.
SL-00916^Opal Blackfell^Γυναίκα^Awakened Construct^Barbarian^Path of the Zealot^9^5^Εκτελεστής^Independent^Wyldermoore^Grave Green (SET-044)^Ουδέτερη^16^103^Greatsword^+9^2d6+5 τέμνον^-^-^τσεκούρι με χαραγμένο όνομα στο στειλιάρι, όχι το δικό της; κερί φυλαγμένο για την Leafwilt 28; ένταλμα με τη δική της περιγραφή πάνω^Θάβει ένα νεκρό ζώο με περισσότερη τελετουργία απ' όση φαίνεται δικαιολογημένη.^Κλείνει κάθε πρόταση σαν να ζητάει άδεια.
SL-00920^Lurtz Yardley^Άνδρας^Orc^Ranger^Beast Master^9^5^Καπετάνιος συνοδείας^Wilds Circles^Wyldermoore^Wither Barrow (SET-047)^Ουδέτερος^15^79^Longbow^+9^1d8+5 διατρητικό^Goodberry; Cure Wounds; Silence; Lesser Restoration^-^χάρτης πηγών νερού, ενημερωμένος κάθε βδομάδα; κερί φυλαγμένο για την Leafwilt 28; ένταλμα με τη δική του περιγραφή πάνω^Παρακολουθεί ένα σπίτι που δεν έχει κατοικηθεί εδώ και χρόνια.^Μιλάει μόνο σε προστακτική, ακόμα και κοινωνικά.
SL-00925^Criella Netherby^Γυναίκα^Tiefling^Barbarian^-^1^1/8^Σταβλίτης^Independent^Wyldermoore^Wither Barrow (SET-047)^Ουδέτερη^16^10^Greatsword^+5^2d6+3 τέμνον^-^-^greataxe ορυχείου με λάμα φαγωμένη από μετάλλευμα; σκισμένη σελίδα από κατάστιχο τάφων; κομμάτι συμβολαίου με τρεις υπογραφές και κανέναν όρο^Αφήνει ένα κερί στο περβάζι και αρνείται να εξηγήσει για ποια νύχτα είναι.^Γελάει πριν ανακοινώσει άσχημα νέα και δεν μπορεί να το σταματήσει.
SL-00926^Nessa Renn^Γυναίκα^Human^Ranger^Hunter^17^11^Φύλακας του αρχείου^Wilds Circles^Wyldermoore^Wither Barrow (SET-047)^Φιλική^16^165^Longbow^+11^1d8+5 διατρητικό^Silence; Summon Beast; Conjure Barrage; Swift Quiver^-^πυξίδα Drifter's Road; κούκλα ραμμένη από τρία διαφορετικά υφάσματα; παιδικό γράμμα με παραλήπτη κάποιον του party^Σας ζητάει, πολύ ευγενικά, να φύγετε πριν σκοτεινιάσει, χωρίς να πει τι γίνεται μετά.^Σιγομουρμουρίζει ανάμεσα στις προτάσεις χωρίς να το καταλαβαίνει.
SL-00934^Criella Ryke^Γυναίκα^Tiefling^Ranger^Fey Wanderer^5^2^Επιμελητής καραβανιού^Independent^Wyldermoore^Ash End (SET-042)^Φιλική^17^43^Hand crossbow^+7^1d6+4 διατρητικό^Pass Without Trace; Silence; Cure Wounds; Goodberry^-^παγίδες και σφυρίχτρα από κόκαλο; σκισμένη σελίδα από κατάστιχο τάφων; απλήρωτη επικήρυξη για τέρας ήδη νεκρό^Περιμένει να περάσει η βροχή σε ένα κατώφλι αντί να δεχτεί καταφύγιο.^Μιλάει σχεδόν αποκλειστικά σε κατευθύνσεις και αποστάσεις· θεωρεί την ψιλοκουβέντα αποτυχημένη μετάδοση.
SL-00937^Dell Tanglewood^Άνδρας^Human^Barbarian^Path of the World Tree^9^5^Περιπολητής περιμέτρου^Wyldermoore Village^Wyldermoore^Wither Barrow (SET-047)^Εχθρικός^16^95^Greatsword^+9^2d6+5 τέμνον^-^-^γροθιές τυλιγμένες με αλυσίδα; πέτρα παρμένη από τάφο και μη επιστραμμένη; χάρτης με ένα σημείο κυκλωμένο και χωρίς ετικέτα^Παρακολουθεί ένα σπίτι που δεν έχει κατοικηθεί εδώ και χρόνια.^Δεν μπορεί να πει αριθμό χωρίς να πει και τι αριθμεί.
SL-00946^Celene Thistlewood^Γυναίκα^Aasimar^Monk^Warrior of Mercy^4^1^Φύλακας τάφων^Independent^Wyldermoore^Bell Barrow (SET-040)^Ουδέτερη^13^36^Quarterstaff^+5^1d8+3 θλαστικό^-^-^μπολ που έχει χρησιμοποιηθεί ως όπλο; κερί φυλαγμένο για την Leafwilt 28; σφραγισμένο έγγραφο που ανοίγει μόνο στη Starfall 15^Περπατάει τη γραμμή των δέντρων το σούρουπο, μετρώντας κάτι ψιθυριστά.^Δεν χρησιμοποιεί ποτέ ονόματα, μόνο «εσύ» και «αυτοί», ακόμα και για τους απόντες.
SL-00956^Adria Stell^Γυναίκα^Human^Ranger^Beast Master^5^2^Κυνηγός επικηρυγμένων^Wyldermoore Village^Wyldermoore^Wither Barrow (SET-047)^Φιλική^17^50^Shortsword pair^+7^1d6+4 διατρητικό^Fog Cloud; Lesser Restoration; Silence; Ensnaring Strike^-^nightglass δοκιμασμένο με δεμένα μάτια; κούκλα ραμμένη από τρία διαφορετικά υφάσματα; απόδειξη θανάτου που δεν έχει συμβεί ακόμα^Κάθεται με κάποιον που πεθαίνει και δεν μιλάει.^Επίτηδες επίπεδη και χωρίς προφορά· η προφορά ξεφεύγει μόνο σε γνήσια έκπληξη.
SL-00959^Loopmottin Charnwood^Γυναίκα^Gnome^Paladin^Oath of Devotion^5^2^Εκτελεστής^Wilds Circles^Wyldermoore^Bell Hollow (SET-041)^Φιλική^18^55^Longsword (Divine Smite)^+7^1d8+4 + 2d8 radiant^Misty Step; Aid; Magic Weapon; Compelled Duel^-^γάντι που ανήκε σε κάποιον άλλο; παιδικό παπούτσι, φυλαγμένο; κονσέρβα με μια εξομολόγηση χαραγμένη μέσα^Σας ζητάει, πολύ ευγενικά, να φύγετε πριν σκοτεινιάσει, χωρίς να πει τι γίνεται μετά.^Φωνή πολύ μεγαλύτερη από το σώμα της, και το απολαμβάνει.
SL-00962^Junia Cindermark^Γυναίκα^Human^Ranger^Beast Master^10^5^Επόπτης nanite^Wilds Circles^Wyldermoore^Wither Barrow (SET-047)^Εχθρική^15^91^Shortsword pair^+9^1d6+5 διατρητικό^Wind Wall; Nondetection; Goodberry; Dispel Magic^-^χάρτης πηγών νερού, ενημερωμένος κάθε βδομάδα; πέτρα παρμένη από τάφο και μη επιστραμμένη; διαταγές που επέλεξε να μην ακολουθήσει^Μαθαίνει σε ένα παιδί ένα ποιηματάκι που είναι σαφώς προειδοποίηση.^Έχει μία ιστορία που τη λέει με κάθε ευκαιρία, και είναι διαφορετική ιστορία κάθε φορά.
SL-00973^Rook Ostwind^Άνδρας^Human^Fighter^-^1^1/8^Βοσκόπουλο^Independent^Wyldermoore^Grave Green (SET-044)^Φιλικός^19^14^Greatsword^+5^2d6+3 τέμνον^-^-^Guardian lance; πέτρα παρμένη από τάφο και μη επιστραμμένη; δαχτυλίδι πολύ μικρό για οποιονδήποτε γνωρίζει^Κουβαλάει ένα άδειο φέρετρο προς τη γραμμή των δέντρων, μόνος.^Γελάει πριν ανακοινώσει άσχημα νέα και δεν μπορεί να το σταματήσει.
SL-00975^Sigrun Lamphrey^Γυναίκα^Dwarf^Wizard^School of Divination^3^1/2^Λυχνοκόπος^Wilds Circles^Wyldermoore^Wither Barrow (SET-047)^Ουδέτερη^13^20^Arcane Ray^+5^1d8 force^Grease; Shield; Magic Missile; Sleep^-^focus από λιωμένο γυαλί της Otherside; κούκλα ραμμένη από τρία διαφορετικά υφάσματα; γράμμα που δεν στάλθηκε ποτέ^Περπατάει τη γραμμή των δέντρων το σούρουπο, μετρώντας κάτι ψιθυριστά.^Τραυλισμός που καθαρίζει εντελώς όταν δίνει διαταγές.
SL-00979^Yenna Nightingale^Γυναίκα^Gnome^Fighter^Eldritch Knight^5^2^Υπάλληλος assay^Wyldermoore Village^Wyldermoore^Wither Barrow (SET-047)^Εχθρική^18^55^Greatsword^+7^2d6+4 τέμνον^-^-^σφυρίχτρα αξιωματικού σε φθαρμένο κορδόνι; πέτρα παρμένη από τάφο και μη επιστραμμένη; κονσέρβα με μια εξομολόγηση χαραγμένη μέσα^Παρακολουθεί ένα σπίτι που δεν έχει κατοικηθεί εδώ και χρόνια.^Υπερπροφέρει κάθε λέξη, έχοντας μάθει τη γλώσσα αργά και τυπικά.
SL-00992^Marrow Coldharbour^Γυναίκα^Orc^Ranger^Hunter^5^2^Λοχίας τείχους^Wyldermoore Village^Wyldermoore^Wither Barrow (SET-047)^Φιλική^16^47^Longbow^+7^1d8+4 διατρητικό^Ensnaring Strike; Summon Beast; Cure Wounds; Fog Cloud^-^χάρτης πηγών νερού, ενημερωμένος κάθε βδομάδα; κερί φυλαγμένο για την Leafwilt 28; σφραγισμένο έγγραφο που ανοίγει μόνο στη Starfall 15^Κρεμάει κάτι σε πάσσαλο φράχτη που το χωριό προσπερνάει χωρίς να το κοιτάξει.^Γίνεται πολύ ήσυχη και πολύ ευγενικη όταν θυμώνει, που είναι χειρότερο.
SL-00993^Ossa Ashgrave^Γυναίκα^Human^Barbarian^Path of the Zealot^17^11^Επόπτης κόμβων^Wyldermoore Village^Wyldermoore^Willow Hollow (SET-038)^Εχθρική^17^197^Maul^+11^2d6+5 θλαστικό^-^-^ρόπαλο φτιαγμένο από κέντρο ασπίδας; δεμάτι αποξηραμένα βότανα δεμένα με κόκκινη κλωστή; ένταλμα με τη δική της περιγραφή πάνω^Σε έναν τάφο χωρίς σήμανση, έχοντας προφανώς σταθεί εκεί ώρες.^Απαντάει με παροιμίες, τις μισές από τις οποίες επινοεί.
SL-01016^Odo Ashcombe^Άνδρας^Halfling^Cleric^War Domain^7^4^Μεταφορέας μεταλλεύματος^Wilds Circles^Wyldermoore^Bell Hollow (SET-041)^Ουδέτερος^18^66^Sacred Flame^+7^1d8+4 τέμνον^Aid; Spiritual Weapon; Silence; Shield of Faith^-^θυμιατό που δεν άναψε ποτέ; πέτρα παρμένη από τάφο και μη επιστραμμένη; μια υπόσχεση, γραμμένη, με δύο μάρτυρες^Κρεμάει κάτι σε πάσσαλο φράχτη που το χωριό προσπερνάει χωρίς να το κοιτάξει.^Μιλάει για τον εαυτό του σε τρίτο πρόσωπο όταν συζητάει τη δουλειά.
SL-01038^Astra Kirkwall^Γυναίκα^Aasimar^Paladin^Oath of Glory^6^3^Υπάλληλος assay^Independent^Wyldermoore^Willow Hollow (SET-038)^Φιλική^18^64^Warhammer (Divine Smite)^+7^1d8+4 + 2d8 radiant^Divine Favor; Aid; Compelled Duel; Shield of Faith^-^κατάλογος όσων έσωσε, πιο μικρός από τον άλλο κατάλογο; κούκλα ραμμένη από τρία διαφορετικά υφάσματα; σφραγισμένο έγγραφο που ανοίγει μόνο στη Starfall 15^Κουβαλάει νερό από ένα πηγάδι που το χωριό έπαψε να χρησιμοποιεί.^Δεν χρησιμοποιεί ποτέ ονόματα, μόνο «εσύ» και «αυτοί», ακόμα και για τους απόντες.
SL-01053^Bevan Tallow^Άνδρας^Half-Elf^Ranger^Gloom Stalker^12^7^Φύλακας του αρχείου^Wyldermoore Village^Wyldermoore^Wither Barrow (SET-047)^Φιλικός^17^124^Longbow^+9^1d8+5 διατρητικό^Ensnaring Strike; Wind Wall; Goodberry; Conjure Barrage^-^πυξίδα Drifter's Road; πέτρα παρμένη από τάφο και μη επιστραμμένη; σπασμένη λεπίδα φυλαγμένη για την επιγραφή της^Μαθαίνει σε ένα παιδί ένα ποιηματάκι που είναι σαφώς προειδοποίηση.^Δεν μπορεί να πει αριθμό χωρίς να πει και τι αριθμεί.
SL-01070^Denn Dross^Άνδρας^Half-Elf^Barbarian^Path of the World Tree^3^1/2^Μαθητευόμενος κηροπλάστη^Wyldermoore Village^Wyldermoore^Mourn Hollow (SET-043)^Ουδέτερος^16^31^Greataxe^+5^1d12+3 τέμνον^-^-^τσεκούρι με χαραγμένο όνομα στο στειλιάρι, όχι το δικό του; παιδικό παπούτσι, φυλαγμένο; σύμβολο ενός Circle που δεν συνεδριάζει πια^Περπατάει τη γραμμή των δέντρων το σούρουπο, μετρώντας κάτι ψιθυριστά.^Έχει τη συνήθεια να επαναλαμβάνει το όνομά σου μέσα στην κουβέντα, χωρίς λόγο.
SL-01081^Teodor Dross^Άνδρας^Human^Wizard^School of Abjuration^12^8^Πρεσβύτερος του Circle^Wilds Circles^Wyldermoore^Wither Barrow (SET-047)^Ουδέτερος^13^105^Fire Bolt^+9^310 fire^Invisibility; Fly; Misty Step; Sleep^-^μηχανισμός με τα τρία φεγγάρια; παιδικό παπούτσι, φυλαγμένο; κατάστιχο με κωδικοποιημένα όλα τα χρέη της κάτω πόλης^Γυρίζει από τον βάλτο χωρίς τίποτα και τον συγχαίρουν γι' αυτό.^Μιλάει για το μέλλον μόνο σε υποθετικό, ποτέ σε οριστική.
SL-01097^Morgran Wrenfield^Άνδρας^Dwarf^Barbarian^Path of the Wild Heart^13^8^Κύριος της περιμέτρου^Wyldermoore Village^Wyldermoore^Wither Barrow (SET-047)^Φιλικός^17^152^Greatsword^+10^2d6+5 τέμνον^-^-^γροθιές τυλιγμένες με αλυσίδα; πέτρα παρμένη από τάφο και μη επιστραμμένη; κλειδί χωρίς κλειδαριά^Μαθαίνει σε ένα παιδί ένα ποιηματάκι που είναι σαφώς προειδοποίηση.^Σωπαίνει τελείως όταν λέει ψέματα, που είναι κακή τακτική.
SL-01104^Dorran Sable^Άνδρας^Human^Rogue^Thief^3^1/2^Αγγελιαφόρος^Wilds Circles^Wyldermoore^Grave Green (SET-044)^Ουδέτερος^14^23^Dagger (Sneak Attack)^+5^1d4+3 + 2d6 διατρητικό^-^-^μάσκα πιο πολύ μπαλωμένη παρά φορεμένη; σκισμένη σελίδα από κατάστιχο τάφων; παιδικό σχέδιο ενός αστερισμού που κανείς δεν βρίσκει^Κουβαλάει νερό από ένα πηγάδι που το χωριό έπαψε να χρησιμοποιεί.^Μιλάει τέλεια την τοπική γλώσσα αλλά σκέφτεται σε άλλη, και φαίνεται στη σειρά των λέξεων.
SL-01112^Damaia Cobble^Γυναίκα^Tiefling^Fighter^Eldritch Knight^5^2^Λαθρέμπορος^Wyldermoore Village^Wyldermoore^Grave Green (SET-044)^Ουδέτερη^18^59^Longbow^+7^1d8+4 διατρητικό^-^-^βαρίδια ρίψης; δεμάτι αποξηραμένα βότανα δεμένα με κόκκινη κλωστή; νόμισμα στραβωμένο από βολή που δεν αυτήν πέτυχε^Επισκευάζει έναν φράχτη από τη λάθος πλευρά του.^Το γέλιο της έρχεται καθυστερημένα και δεν ταιριάζει με αυτό που ειπώθηκε.
SL-01135^Erevan Thistlewood^Άνδρας^Elf^Monk^Warrior of the Elements^6^3^Μάγειρας μονοπατιού^Independent^Wyldermoore^Grave Green (SET-044)^Φιλικός^16^54^Unarmed Strike (Flurry)^+7^4 επιθέσεις, 1d8+4 θλαστικό^-^-^ζώνη-σκοινί δεμένη σε 41 κόμπους; πέτρα παρμένη από τάφο και μη επιστραμμένη; σελίδα σκισμένη από πολύ παλιότερο βιβλίο^Περιμένει να περάσει η βροχή σε ένα κατώφλι αντί να δεχτεί καταφύγιο.^Επαναλαμβάνει τους αριθμούς δύο φορές, συνήθεια από δουλειά που δεν κάνει πια.
SL-01145^Wrenna Blackfell^Γυναίκα^Gnome^Paladin^Oath of Devotion^9^5^Λαθρέμπορος^Wyldermoore Village^Wyldermoore^Grave Green (SET-044)^Ουδέτερη^20^99^Greatsword (Divine Smite)^+9^2d6+5 + 2d8 radiant^Dispel Magic; Revivify; Magic Weapon; Compelled Duel^-^γάντι που ανήκε σε κάποιον άλλο; πέτρα παρμένη από τάφο και μη επιστραμμένη; χάρτης με ένα σημείο κυκλωμένο και χωρίς ετικέτα^Κουβαλάει νερό από ένα πηγάδι που το χωριό έπαψε να χρησιμοποιεί.^Παραθέτει γραφές με ακρίβεια και τις εφαρμόζει λάθος, χαρούμενη.
SL-01170^Ishka Zell^Γυναίκα^Orc^Druid^Circle of the Moon^8^5^Αρχιτελώνης^Wilds Circles^Wyldermoore^Wither Barrow (SET-047)^Ουδέτερη^16^79^Quarterstaff^+7^1d8+4 θλαστικό^Pass Without Trace; Healing Word; Heat Metal; Spike Growth^-^μενταγιόν Prism Arc; παιδικό παπούτσι, φυλαγμένο; δαχτυλίδι πολύ μικρό για οποιονδήποτε γνωρίζει^Περιμένει στην οριακή πέτρα του χωριού πριν φτάσετε, χωρίς να το έχει πει κανείς.^Χρησιμοποιεί ναυτικούς όρους στη στεριά και αρνείται να πει πού τους έμαθε.
SL-01171^Mardred Rookhurst^Γυναίκα^Dwarf^Barbarian^Path of the Berserker^5^2^Υπάλληλος επικηρύξεων^Wilds Circles^Wyldermoore^Wither Barrow (SET-047)^Εχθρική^17^55^Maul^+7^2d6+4 θλαστικό^-^-^ρόπαλο φτιαγμένο από κέντρο ασπίδας; κερί φυλαγμένο για την Leafwilt 28; συντεταγμένες προς ένα άγνωστο από τα 108 Wonders^Γυρίζει από τον βάλτο χωρίς τίποτα και τον συγχαίρουν γι' αυτό.^Κρατάει κάθε πρόταση κάτω από έξι λέξεις, πειθαρχία που επέβαλε στον εαυτό της.
SL-01178^Eglath Ingram^Άνδρας^Goliath^Artificer^Battle Smith^9^5^Χειριστής θηρίων^Wilds Circles^Wyldermoore^Bell Hollow (SET-041)^Εχθρικός^17^86^Thunder Gauntlets^+9^1d8+5 θλαστικό^Invisibility; Dispel Magic; Detect Magic; Blink^-^κιτ βαθμονόμησης shield-node; κερί φυλαγμένο για την Leafwilt 28; ένταλμα με τη δική του περιγραφή πάνω^Περπατάει τη γραμμή των δέντρων το σούρουπο, μετρώντας κάτι ψιθυριστά.^Δεν λέει τα ονόματα των νεκρών φωναχτά και βάζει στη θέση τους «αυτός που».
SL-01187^Hollis Farthing^Άνδρας^Half-Elf^Sorcerer^Clockwork Sorcery^12^8^Κύριος του καταστίχου^Wyldermoore Village^Wyldermoore^Wither Barrow (SET-047)^Ουδέτερος^15^113^Ray of Frost^+9^3d8 cold^Counterspell; Fly; Hold Person; Burning Hands^-^focus από γυαλί καταιγίδας; παιδικό παπούτσι, φυλαγμένο; νόμισμα στραβωμένο από βολή που δεν αυτόν πέτυχε^Μαζεύει κάτι στη γραμμή των δέντρων που δεν είναι τροφή.^Ξεκινάει κάθε ιστορία από τη μέση.
SL-01191^Varka Ferrow^Γυναίκα^Orc^Monk^Warrior of the Open Hand^10^5^Μάγειρας μονοπατιού^Independent^Wyldermoore^Bell Hollow (SET-041)^Εχθρική^14^91^Quarterstaff^+9^1d8+5 θλαστικό^-^-^επίδεσμοι σημαδεμένοι με στάχτη; δεμάτι αποξηραμένα βότανα δεμένα με κόκκινη κλωστή; γραπτή ομολογία υπογεγραμμένη από κάποιον που ζει ακόμα^Ρωτάει αν συναντήσατε κανέναν στον δρόμο, και χλομιάζει με την απάντηση.^Έχει μάθει να χαμηλώνει τη φωνή της όταν λέει κάτι αληθινό.
SL-01192^Thessaly Farrow^Γυναίκα^Elf^Artificer^Battle Smith^20^14^Ονομασμένος των Wilds^Wyldermoore Village^Wyldermoore^Bell Hollow (SET-041)^Εχθρική^20^230^Thunder Gauntlets^+11^1d8+5 θλαστικό^Dispel Magic; Web; Protection from Energy; Greater Restoration^-^πρωτότυπο που δεν δούλεψε ποτέ; παιδικό παπούτσι, φυλαγμένο; Guardian dog-tag που δεν είναι δικό της^Μαθαίνει σε ένα παιδί ένα ποιηματάκι που είναι σαφώς προειδοποίηση.^Συγχρονίζει τις προτάσεις της με την αναπνοή και ξεμένει από αέρα στη μέση της σκέψης.
SL-01204^Ghesh Wend^Άνδρας^Dragonborn^Rogue^Thief^12^7^Φύλακας του βάλτου^Wyldermoore Village^Wyldermoore^Wither Barrow (SET-047)^Φιλικός^18^104^Dagger (Sneak Attack)^+9^1d4+5 + 6d6 διατρητικό^-^-^σετ έξι πανομοιότυπων κλειδιών, ένα από τα οποία δουλεύει; σκισμένη σελίδα από κατάστιχο τάφων; κλειδί χωρίς κλειδαριά^Περιμένει να περάσει η βροχή σε ένα κατώφλι αντί να δεχτεί καταφύγιο.^Επαναλαμβάνει ως ερώτηση το τελευταίο που του είπαν, κερδίζοντας ένα δευτερόλεπτο σκέψης.
